id_partido,fecha,equipo_local,equipo_visitante,local_pct_anota_1inn_local,local_pct_anota_1inn_ult15,visit_pct_anota_1inn_visit,visit_pct_anota_1inn_ult15,pitcher_local_pct_permite_carrera_suavizado,pitcher_visit_pct_permite_carrera_suavizado,game_yrfi_target,home_yrfi_target,away_yrfi_target
778325,2025-04-14,St. Louis Cardinals,Houston Astros,0.3333,0.2667,0.3333,0.1333,0.3056,0.3056,0,0,0
778315,2025-04-15,San Diego Padres,Chicago Cubs,0.5,0.4667,0.2,0.2667,0.3045,0.249,0,0,0
778326,2025-04-15,Los Angeles Dodgers,Colorado Rockies,0.2222,0.2667,0.0,0.2,0.2625,0.2479,1,1,0
778314,2025-04-15,Pittsburgh Pirates,Washington Nationals,0.2857,0.2,0.0,0.3333,0.2486,0.3597,1,0,1
778316,2025-04-15,Cincinnati Reds,Seattle Mariners,0.3333,0.2,0.6667,0.2667,0.2493,0.2493,1,0,1
778318,2025-04-15,Miami Marlins,Arizona Diamondbacks,0.2,0.2667,0.5,0.3333,0.3611,0.3611,0,0,0
778313,2025-04-15,Philadelphia Phillies,San Francisco Giants,0.4286,0.3333,0.1111,0.1333,0.3045,0.3045,0,0,0
778317,2025-04-15,Baltimore Orioles,Cleveland Guardians,0.6,0.5333,0.4444,0.4,0.3591,0.3214,0,0,0
778319,2025-04-15,Tampa Bay Rays,Boston Red Sox,0.4615,0.4,0.0909,0.2667,0.247,0.3025,1,0,1
778312,2025-04-15,New York Yankees,Kansas City Royals,0.6667,0.4667,0.1429,0.3333,0.2477,0.2477,0,0,0
778311,2025-04-15,Toronto Blue Jays,Atlanta Braves,0.375,0.3333,0.3636,0.2667,0.3578,0.2467,1,0,1
778307,2025-04-15,Minnesota Twins,New York Mets,0.4286,0.3333,0.1,0.2,0.3585,0.2473,1,0,1
778309,2025-04-15,Chicago White Sox,Athletics,0.2222,0.4,0.2857,0.2667,0.3591,0.3036,1,1,1
778310,2025-04-15,Milwaukee Brewers,Detroit Tigers,0.125,0.2,0.5,0.4667,0.3441,0.2503,0,0,0
778308,2025-04-15,St. Louis Cardinals,Houston Astros,0.3,0.2,0.2857,0.1333,0.3049,0.3049,0,0,0
778306,2025-04-16,Texas Rangers,Los Angeles Angels,0.2857,0.3333,0.4167,0.4667,0.2484,0.3039,0,0,0
778305,2025-04-16,San Diego Padres,Chicago Cubs,0.4545,0.4,0.1818,0.2667,0.303,0.287,0,0,0
778302,2025-04-16,Los Angeles Dodgers,Colorado Rockies,0.3,0.3333,0.0,0.2,0.3397,0.3575,0,0,0
778297,2025-04-16,Toronto Blue Jays,Atlanta Braves,0.3333,0.2667,0.4167,0.3333,0.301,0.2946,0,0,0
778299,2025-04-16,Minnesota Twins,New York Mets,0.375,0.2667,0.1818,0.2667,0.2751,0.2934,0,0,0
778295,2025-04-16,Milwaukee Brewers,Detroit Tigers,0.1111,0.1333,0.4545,0.4667,0.274,0.2923,0,0,0
778290,2025-04-16,St. Louis Cardinals,Houston Astros,0.2727,0.1333,0.25,0.1333,0.2912,0.2982,1,0,1
778288,2025-04-16,San Diego Padres,Chicago Cubs,0.4167,0.4,0.1667,0.2667,0.2433,0.2433,0,0,0
778301,2025-04-16,Baltimore Orioles,Cleveland Guardians,0.5,0.4667,0.4,0.4,0.4091,0.3535,0,0,0
778293,2025-04-16,Pittsburgh Pirates,Washington Nationals,0.25,0.1333,0.125,0.4,0.297,0.2415,0,0,0
778304,2025-04-16,Cincinnati Reds,Seattle Mariners,0.3,0.2,0.75,0.3333,0.2406,0.2406,1,0,1
778303,2025-04-16,Miami Marlins,Arizona Diamondbacks,0.1818,0.2667,0.4286,0.3333,0.2412,0.2968,0,0,0
778296,2025-04-16,Philadelphia Phillies,San Francisco Giants,0.375,0.3333,0.1,0.1333,0.2403,0.2545,1,1,1
778298,2025-04-16,Tampa Bay Rays,Boston Red Sox,0.4286,0.4,0.1667,0.3333,0.2981,0.2981,0,0,0
778300,2025-04-16,New York Yankees,Kansas City Royals,0.6,0.4,0.125,0.3333,0.29,0.2416,1,0,1
778294,2025-04-16,Chicago White Sox,Athletics,0.3,0.4667,0.375,0.3333,0.3534,0.2978,0,0,0
778289,2025-04-17,Texas Rangers,Los Angeles Angels,0.25,0.3333,0.3846,0.4667,0.2716,0.2969,0,0,0
778287,2025-04-17,Los Angeles Dodgers,Colorado Rockies,0.2727,0.3333,0.0,0.2,0.2886,0.2405,1,1,1
778291,2025-04-17,Miami Marlins,Arizona Diamondbacks,0.1667,0.2667,0.375,0.3333,0.273,0.2982,1,1,1
778280,2025-04-17,Pittsburgh Pirates,Washington Nationals,0.2222,0.1333,0.1111,0.4,0.3004,0.3004,1,1,0
778285,2025-04-17,Cincinnati Reds,Seattle Mariners,0.2727,0.2,0.8,0.4,0.2455,0.3386,1,1,0
778283,2025-04-17,Chicago White Sox,Athletics,0.2727,0.4667,0.3333,0.3333,0.3572,0.2461,1,0,1
778279,2025-04-17,Philadelphia Phillies,San Francisco Giants,0.4444,0.4,0.1818,0.2,0.3022,0.3578,1,1,1
778292,2025-04-17,Baltimore Orioles,Cleveland Guardians,0.4286,0.4667,0.3636,0.4,0.3599,0.3044,1,1,0
778286,2025-04-17,Detroit Tigers,Kansas City Royals,0.3333,0.4,0.2222,0.3333,0.3605,0.2494,0,0,0
778282,2025-04-17,Tampa Bay Rays,New York Yankees,0.4,0.3333,0.1667,0.3333,0.3596,0.2485,1,0,1
778278,2025-04-17,New York Mets,St. Louis Cardinals,0.3333,0.2667,0.1667,0.1333,0.2491,0.3047,0,0,0
778281,2025-04-18,Texas Rangers,Los Angeles Angels,0.2222,0.2667,0.3571,0.4667,0.3038,0.3593,1,1,1
778268,2025-04-18,Chicago Cubs,Arizona Diamondbacks,0.25,0.2667,0.4444,0.4,0.2816,0.3059,0,0,0
778277,2025-04-18,Detroit Tigers,Kansas City Royals,0.2857,0.3333,0.2,0.3333,0.305,0.2889,1,0,1
778271,2025-04-18,Pittsburgh Pirates,Cleveland Guardians,0.3,0.2,0.3333,0.4,0.25,0.25,1,1,0
778274,2025-04-18,Philadelphia Phillies,Miami Marlins,0.5,0.4667,0.4,0.3333,0.2374,0.2506,1,1,0
778276,2025-04-18,Baltimore Orioles,Cincinnati Reds,0.5,0.4667,0.1429,0.2,0.3067,0.2826,0,0,0
778272,2025-04-18,Tampa Bay Rays,New York Yankees,0.375,0.3333,0.2857,0.3333,0.2503,0.2897,0,0,0
778273,2025-04-18,Toronto Blue Jays,Seattle Mariners,0.3,0.2,0.6667,0.4,0.2494,0.305,1,1,0
778270,2025-04-18,New York Mets,St. Louis Cardinals,0.2857,0.2667,0.1429,0.0667,0.3056,0.3611,0,0,0
778275,2025-04-18,Boston Red Sox,Chicago White Sox,0.4286,0.3333,0.6667,0.4,0.3428,0.2491,1,1,0
778284,2025-04-18,Atlanta Braves,Minnesota Twins,0.2,0.3333,0.2,0.2667,0.2644,0.4164,0,0,0
778263,2025-04-19,Texas Rangers,Los Angeles Dodgers,0.3,0.3333,0.25,0.3333,0.3044,0.2884,1,0,1
778269,2025-04-19,Houston Astros,San Diego Padres,0.0,0.2,0.5,0.3333,0.3431,0.3605,0,0,0
778261,2025-04-19,Milwaukee Brewers,Athletics,0.1,0.1333,0.4,0.4,0.2881,0.2797,0,0,0
778260,2025-04-19,Los Angeles Angels,San Francisco Giants,0.6667,0.4667,0.25,0.2667,0.3589,0.34,0,0,0
778252,2025-04-19,Philadelphia Phillies,Miami Marlins,0.5455,0.5333,0.3333,0.3333,0.2469,0.2469,0,0,0
778265,2025-04-19,Detroit Tigers,Kansas City Royals,0.25,0.2667,0.2727,0.4,0.3016,0.2331,0,0,0
778257,2025-04-19,Chicago Cubs,Arizona Diamondbacks,0.2222,0.2,0.4,0.4,0.3008,0.3376,1,1,1
778258,2025-04-19,Toronto Blue Jays,Seattle Mariners,0.3636,0.2667,0.5714,0.4,0.3395,0.2868,1,1,0
778262,2025-04-19,Baltimore Orioles,Cincinnati Reds,0.4444,0.4,0.125,0.2,0.2973,0.2347,1,1,1
778254,2025-04-19,Pittsburgh Pirates,Cleveland Guardians,0.3636,0.2667,0.3077,0.3333,0.2366,0.2366,0,0,0
778256,2025-04-19,New York Mets,St. Louis Cardinals,0.25,0.2667,0.125,0.0667,0.3045,0.3045,0,0,0
778251,2025-04-19,Texas Rangers,Los Angeles Dodgers,0.2727,0.3333,0.3333,0.3333,0.2877,0.3403,0,0,0
778247,2025-04-19,Colorado Rockies,Washington Nationals,0.5,0.2667,0.1,0.4,0.3795,0.2869,0,0,0
778264,2025-04-19,Boston Red Sox,Chicago White Sox,0.5,0.4,0.5714,0.3333,0.2335,0.2465,0,0,0
778255,2025-04-19,Tampa Bay Rays,New York Yankees,0.3529,0.2667,0.25,0.3333,0.2457,0.2457,1,0,1
778259,2025-04-19,Houston Astros,San Diego Padres,0.0,0.2,0.4286,0.3333,0.3018,0.2859,0,0,0
778253,2025-04-19,Milwaukee Brewers,Athletics,0.0909,0.1333,0.3636,0.4,0.2454,0.3378,0,0,0
778267,2025-04-19,Atlanta Braves,Minnesota Twins,0.1667,0.3333,0.1818,0.2667,0.3896,0.2935,1,1,1
778243,2025-04-20,Los Angeles Angels,San Francisco Giants,0.5,0.4667,0.2308,0.2667,0.2465,0.3021,1,0,1
778250,2025-04-20,Baltimore Orioles,Cincinnati Reds,0.5,0.4,0.2222,0.2667,0.3393,0.2965,0,0,0
778242,2025-04-20,Pittsburgh Pirates,Cleveland Guardians,0.3333,0.2667,0.2857,0.3333,0.2859,0.3018,0,0,0
778249,2025-04-20,Atlanta Braves,Minnesota Twins,0.2857,0.4,0.25,0.2667,0.301,0.2852,1,1,0
778245,2025-04-20,Boston Red Sox,Chicago White Sox,0.4444,0.3333,0.5,0.3333,0.391,0.391,1,1,1
778248,2025-04-20,Philadelphia Phillies,Miami Marlins,0.5,0.5333,0.2857,0.2667,0.2875,0.3401,1,1,0
778241,2025-04-20,Toronto Blue Jays,Seattle Mariners,0.4167,0.3333,0.5,0.4,0.304,0.2353,1,0,1
778246,2025-04-20,Detroit Tigers,Kansas City Royals,0.2222,0.2667,0.25,0.3333,0.2358,0.2358,0,0,0
778244,2025-04-20,New York Mets,St. Louis Cardinals,0.2222,0.2,0.1111,0.0667,0.2877,0.2877,1,1,0
778240,2025-04-20,Tampa Bay Rays,New York Yankees,0.3333,0.2667,0.3333,0.4,0.2882,0.2356,1,0,1
778239,2025-04-20,Milwaukee Brewers,Athletics,0.0833,0.0667,0.3333,0.3333,0.2991,0.3414,1,1,0
778236,2025-04-20,Chicago Cubs,Arizona Diamondbacks,0.3,0.2,0.4545,0.4,0.2366,0.3419,1,1,0
778234,2025-04-20,Texas Rangers,Los Angeles Dodgers,0.25,0.2667,0.3,0.3333,0.2371,0.2503,0,0,0
778235,2025-04-20,Colorado Rockies,Washington Nationals,0.4286,0.2667,0.0909,0.4,0.289,0.3416,0,0,0
778232,2025-04-20,Los Angeles Angels,San Francisco Giants,0.4,0.4667,0.2857,0.3333,0.2883,0.2883,0,0,0
778237,2025-04-20,Houston Astros,San Diego Padres,0.0,0.2,0.375,0.3333,0.2875,0.2875,1,0,1
778266,2025-04-21,Colorado Rockies,Washington Nationals,0.375,0.2667,0.0833,0.4,0.288,0.3219,1,0,1
778238,2025-04-21,Boston Red Sox,Chicago White Sox,0.5,0.3333,0.5556,0.4,0.2885,0.3411,1,0,1
778227,2025-04-21,Cleveland Guardians,New York Yankees,0.3333,0.3333,0.4,0.4,0.3416,0.3432,0,0,0
778228,2025-04-21,Detroit Tigers,San Diego Padres,0.2,0.2,0.4444,0.4,0.2798,0.2883,1,1,1
778230,2025-04-21,Miami Marlins,Cincinnati Reds,0.2308,0.2,0.2,0.2667,0.2373,0.29,0,0,0
778225,2025-04-21,New York Mets,Philadelphia Phillies,0.3,0.2,0.2222,0.5333,0.2366,0.2892,1,1,0
778233,2025-04-21,Atlanta Braves,St. Louis Cardinals,0.375,0.4667,0.1,0.0667,0.2371,0.2897,0,0,0
778231,2025-04-22,Houston Astros,Toronto Blue Jays,0.0,0.2,0.2222,0.2667,0.289,0.3943,0,0,0
778226,2025-04-22,San Francisco Giants,Milwaukee Brewers,0.1667,0.2667,0.2222,0.1333,0.3043,0.3222,0,0,0
778218,2025-04-22,Cleveland Guardians,New York Yankees,0.2857,0.2667,0.3636,0.4,0.3402,0.235,1,0,1
778221,2025-04-22,Detroit Tigers,San Diego Padres,0.2727,0.2,0.5,0.4667,0.2354,0.2354,0,0,0
778219,2025-04-22,Miami Marlins,Cincinnati Reds,0.2143,0.2,0.1818,0.2667,0.3212,0.2874,1,1,0
778222,2025-04-22,Washington Nationals,Baltimore Orioles,0.5556,0.4,0.5,0.4,0.2352,0.3931,1,1,0
778224,2025-04-22,Boston Red Sox,Seattle Mariners,0.4545,0.3333,0.5556,0.4667,0.2985,0.2357,1,1,1
778223,2025-04-22,New York Mets,Philadelphia Phillies,0.3636,0.2667,0.2,0.4667,0.2373,0.3426,1,1,0
778229,2025-04-22,Atlanta Braves,St. Louis Cardinals,0.3333,0.4,0.0909,0.0667,0.3012,0.2904,0,0,0
778215,2025-04-22,Kansas City Royals,Colorado Rockies,0.4,0.3333,0.0833,0.2667,0.2371,0.3423,0,0,0
778220,2025-04-22,Chicago Cubs,Los Angeles Dodgers,0.3636,0.2667,0.2727,0.3333,0.2746,0.2495,1,1,1
778216,2025-04-22,Minnesota Twins,Chicago White Sox,0.3333,0.2,0.6,0.4667,0.3959,0.3959,0,0,0
778217,2025-04-23,Houston Astros,Toronto Blue Jays,0.0,0.2,0.2,0.2667,0.2899,0.2899,1,1,0
778211,2025-04-23,Los Angeles Angels,Pittsburgh Pirates,0.3333,0.4,0.1,0.2667,0.2904,0.2904,0,0,0
778212,2025-04-23,Arizona Diamondbacks,Tampa Bay Rays,0.3,0.4,0.0,0.2667,0.2897,0.2897,0,0,0
778210,2025-04-23,San Francisco Giants,Milwaukee Brewers,0.1429,0.2,0.2,0.1333,0.3943,0.2642,0,0,0
778213,2025-04-23,Athletics,Texas Rangers,0.2222,0.3333,0.3333,0.2667,0.2883,0.2634,1,0,1
778214,2025-04-23,Atlanta Braves,St. Louis Cardinals,0.3,0.4,0.0833,0.0,0.2493,0.3414,1,0,1
778209,2025-04-23,Detroit Tigers,San Diego Padres,0.25,0.2,0.4545,0.4667,0.3419,0.3419,1,1,0
778203,2025-04-23,New York Mets,Philadelphia Phillies,0.4167,0.3333,0.1818,0.4667,0.2897,0.2252,0,0,0
778208,2025-04-23,Miami Marlins,Cincinnati Reds,0.2667,0.2667,0.1667,0.2,0.289,0.2364,1,1,1
778206,2025-04-23,Cleveland Guardians,New York Yankees,0.25,0.2,0.4167,0.4667,0.2906,0.2761,1,1,1
778204,2025-04-23,Washington Nationals,Baltimore Orioles,0.6,0.4,0.4545,0.3333,0.3448,0.3448,1,1,0
778207,2025-04-23,Boston Red Sox,Seattle Mariners,0.5,0.3333,0.6,0.4667,0.2926,0.3858,1,0,1
778205,2025-04-23,Chicago Cubs,Los Angeles Dodgers,0.4167,0.2667,0.3333,0.4,0.2404,0.3045,0,0,0
778200,2025-04-23,Houston Astros,Toronto Blue Jays,0.0714,0.2,0.1818,0.2667,0.3267,0.2397,0,0,0
778201,2025-04-23,Minnesota Twins,Chicago White Sox,0.3,0.2,0.5455,0.4,0.2672,0.3028,0,0,0
778202,2025-04-24,Los Angeles Angels,Pittsburgh Pirates,0.2857,0.3333,0.0909,0.2667,0.3963,0.291,0,0,0
778199,2025-04-24,Arizona Diamondbacks,Tampa Bay Rays,0.2727,0.3333,0.0,0.2667,0.343,0.3956,1,1,0
778198,2025-04-24,San Francisco Giants,Milwaukee Brewers,0.125,0.2,0.1818,0.1333,0.3262,0.2762,0,0,0
778197,2025-04-24,Athletics,Texas Rangers,0.2,0.2667,0.4,0.3333,0.2375,0.3428,1,1,0
778196,2025-04-24,Boston Red Sox,Seattle Mariners,0.4615,0.3333,0.6364,0.5333,0.226,0.3432,1,1,1
778190,2025-04-24,Kansas City Royals,Colorado Rockies,0.3636,0.2667,0.0769,0.2,0.2775,0.2921,1,1,1
778195,2025-04-24,Kansas City Royals,Colorado Rockies,0.4167,0.2667,0.1429,0.2667,0.2409,0.3654,0,0,0
778194,2025-04-24,San Francisco Giants,Milwaukee Brewers,0.1111,0.2,0.1667,0.1333,0.2929,0.3043,1,1,1
778193,2025-04-24,Washington Nationals,Baltimore Orioles,0.6364,0.4,0.4167,0.3333,0.2797,0.2944,0,0,0
778191,2025-04-25,Los Angeles Angels,Pittsburgh Pirates,0.25,0.2667,0.0833,0.2667,0.3464,0.2411,1,0,1
778188,2025-04-25,Arizona Diamondbacks,Tampa Bay Rays,0.3333,0.4,0.0,0.2667,0.2942,0.2415,1,1,0
778192,2025-04-25,Athletics,Texas Rangers,0.2727,0.3333,0.3636,0.2667,0.2704,0.3472,0,0,0
778182,2025-04-25,Chicago Cubs,Philadelphia Phillies,0.3846,0.2667,0.1667,0.4,0.2697,0.2413,0,0,0
778183,2025-04-25,Washington Nationals,New York Mets,0.5833,0.4,0.1667,0.3333,0.3286,0.2933,0,0,0
778185,2025-04-25,New York Yankees,Toronto Blue Jays,0.5455,0.4667,0.1667,0.2667,0.24,0.328,0,0,0
778187,2025-04-25,Kansas City Royals,Houston Astros,0.3846,0.2667,0.3333,0.1333,0.2274,0.292,0,0,0
778186,2025-04-25,Minnesota Twins,Los Angeles Angels,0.2727,0.1333,0.4,0.2667,0.3075,0.2914,1,1,0
778184,2025-04-26,St. Louis Cardinals,Milwaukee Brewers,0.25,0.0667,0.2308,0.2,0.2918,0.2391,0,0,0
778181,2025-04-26,Colorado Rockies,Cincinnati Reds,0.3333,0.2,0.2308,0.2667,0.2766,0.2666,1,0,1
778172,2025-04-26,San Diego Padres,Tampa Bay Rays,0.3846,0.4,0.0,0.2667,0.277,0.2916,0,0,0
778177,2025-04-26,Arizona Diamondbacks,Atlanta Braves,0.3846,0.4,0.3846,0.4,0.3764,0.4264,0,0,0
778175,2025-04-26,Seattle Mariners,Miami Marlins,0.1538,0.5333,0.25,0.2667,0.3258,0.2377,0,0,0
778178,2025-04-26,Athletics,Chicago White Sox,0.25,0.2667,0.5,0.3333,0.3252,0.3003,0,0,0
778176,2025-04-26,Los Angeles Dodgers,Pittsburgh Pirates,0.3333,0.4,0.1538,0.2667,0.2746,0.2246,1,0,1
778171,2025-04-26,San Francisco Giants,Texas Rangers,0.2,0.2667,0.3333,0.2667,0.275,0.275,0,0,0
778179,2025-04-26,Cleveland Guardians,Boston Red Sox,0.3333,0.2,0.1538,0.4,0.2244,0.4244,1,1,1
778169,2025-04-26,Cleveland Guardians,Boston Red Sox,0.4,0.2667,0.2143,0.4,0.301,0.3258,1,0,1
778168,2025-04-26,Detroit Tigers,Baltimore Orioles,0.3077,0.2667,0.3846,0.3333,0.2907,0.3452,0,0,0
778180,2025-04-26,Detroit Tigers,Baltimore Orioles,0.2857,0.2667,0.3571,0.3333,0.3242,0.3008,0,0,0
778166,2025-04-26,Minnesota Twins,Los Angeles Angels,0.3333,0.2,0.375,0.2667,0.3056,0.275,1,1,0
778164,2025-04-26,St. Louis Cardinals,Milwaukee Brewers,0.2308,0.0667,0.2143,0.2,0.3254,0.306,0,0,0
778161,2025-04-26,Colorado Rockies,Cincinnati Reds,0.3,0.2,0.2857,0.3333,0.3248,0.2748,0,0,0
778173,2025-04-26,Washington Nationals,New York Mets,0.5385,0.3333,0.1538,0.2667,0.3047,0.2742,0,0,0
778159,2025-04-26,San Francisco Giants,Texas Rangers,0.1818,0.2667,0.3077,0.2667,0.2881,0.2237,1,0,1
778174,2025-04-26,Chicago Cubs,Philadelphia Phillies,0.3571,0.2,0.1538,0.4,0.3411,0.2741,0,0,0
778165,2025-04-26,Athletics,Chicago White Sox,0.2308,0.2667,0.4615,0.3333,0.3735,0.2794,1,0,1
778167,2025-04-26,Kansas City Royals,Houston Astros,0.3571,0.2667,0.3,0.1333,0.2239,0.3239,1,1,0
778162,2025-04-27,Arizona Diamondbacks,Atlanta Braves,0.3571,0.4,0.3571,0.4,0.3742,0.2887,1,0,1
778160,2025-04-27,San Diego Padres,Tampa Bay Rays,0.3571,0.3333,0.0,0.2,0.2746,0.3246,0,0,0
778163,2025-04-27,Los Angeles Dodgers,Pittsburgh Pirates,0.3077,0.3333,0.2143,0.3333,0.3241,0.2741,1,1,1
778154,2025-04-27,Seattle Mariners,Miami Marlins,0.1429,0.5333,0.2222,0.2667,0.2254,0.3754,1,1,0
778153,2025-04-27,Washington Nationals,New York Mets,0.5,0.2667,0.1429,0.2667,0.2257,0.2257,1,0,1
778156,2025-04-27,New York Yankees,Toronto Blue Jays,0.5,0.4667,0.1538,0.2667,0.2261,0.3761,1,0,1
778170,2025-04-27,New York Yankees,Toronto Blue Jays,0.4615,0.4667,0.2143,0.3333,0.3253,0.3265,1,1,0
778157,2025-04-27,Cleveland Guardians,Boston Red Sox,0.3636,0.2,0.2667,0.4667,0.2914,0.3461,0,0,0
778155,2025-04-27,Detroit Tigers,Baltimore Orioles,0.2667,0.2667,0.3333,0.2667,0.2263,0.4263,0,0,0
778144,2025-04-27,Minnesota Twins,Los Angeles Angels,0.3846,0.2667,0.3529,0.2667,0.3257,0.2757,1,1,0
778152,2025-04-27,Kansas City Royals,Houston Astros,0.4,0.2667,0.2727,0.1333,0.2261,0.2761,0,0,0
778150,2025-04-27,St. Louis Cardinals,Milwaukee Brewers,0.2143,0.0667,0.2,0.2,0.2756,0.2506,1,0,1
778148,2025-04-27,Colorado Rockies,Cincinnati Reds,0.2727,0.2,0.2667,0.3333,0.3012,0.2759,1,0,1
778151,2025-04-27,San Francisco Giants,Texas Rangers,0.1667,0.2667,0.3571,0.3333,0.3763,0.2662,1,1,1
778149,2025-04-27,Athletics,Chicago White Sox,0.2143,0.2,0.5,0.3333,0.3275,0.3034,1,1,1
778145,2025-04-27,Los Angeles Dodgers,Pittsburgh Pirates,0.3571,0.4,0.2667,0.4,0.2409,0.2788,1,1,1
778146,2025-04-27,San Diego Padres,Tampa Bay Rays,0.3333,0.2667,0.0,0.2,0.3301,0.2801,0,0,0
778147,2025-04-27,Arizona Diamondbacks,Atlanta Braves,0.3333,0.3333,0.4,0.4667,0.2795,0.2295,1,1,0
778136,2025-04-27,Seattle Mariners,Miami Marlins,0.2,0.6,0.2,0.2,0.3065,0.2299,1,1,1
778158,2025-04-27,Chicago Cubs,Philadelphia Phillies,0.3333,0.2,0.1429,0.4,0.2311,0.3311,0,0,0
778138,2025-04-28,Washington Nationals,New York Mets,0.4667,0.2667,0.2,0.3333,0.3306,0.2306,0,0,0
778139,2025-04-28,Cleveland Guardians,Minnesota Twins,0.3333,0.1333,0.2308,0.3333,0.33,0.38,1,0,1
778140,2025-04-28,Baltimore Orioles,New York Yankees,0.4545,0.2,0.4615,0.5333,0.3804,0.2304,0,0,0
778141,2025-04-28,Cincinnati Reds,St. Louis Cardinals,0.3333,0.4,0.1538,0.0667,0.3298,0.2798,1,0,1
778143,2025-04-29,Texas Rangers,Athletics,0.2308,0.3333,0.3077,0.2667,0.2557,0.2302,0,0,0
778142,2025-04-29,Houston Astros,Detroit Tigers,0.0667,0.1333,0.4167,0.2667,0.2796,0.2296,0,0,0
778137,2025-04-29,Colorado Rockies,Atlanta Braves,0.25,0.1333,0.375,0.4,0.3291,0.2938,1,1,0
778132,2025-04-29,Los Angeles Dodgers,Miami Marlins,0.4,0.4667,0.2727,0.2667,0.2941,0.3105,1,1,0
778129,2025-04-29,Cleveland Guardians,Minnesota Twins,0.3077,0.1333,0.2857,0.4,0.3798,0.3997,0,0,0
778133,2025-04-29,Baltimore Orioles,New York Yankees,0.4167,0.2,0.4286,0.4667,0.3056,0.3135,1,0,1
778135,2025-04-29,Pittsburgh Pirates,Chicago Cubs,0.3077,0.4667,0.1538,0.2,0.2796,0.3139,0,0,0
778131,2025-04-29,Philadelphia Phillies,Washington Nationals,0.5385,0.4,0.1538,0.2667,0.2181,0.2657,1,1,0
778128,2025-04-29,Tampa Bay Rays,Kansas City Royals,0.3158,0.2,0.2308,0.2667,0.4294,0.2294,1,0,1
778127,2025-04-29,Toronto Blue Jays,Boston Red Sox,0.3846,0.2667,0.25,0.4667,0.2297,0.2664,1,0,1
778130,2025-04-29,New York Mets,Arizona Diamondbacks,0.3846,0.3333,0.4167,0.3333,0.28,0.33,0,0,0
778125,2025-04-29,Chicago White Sox,Milwaukee Brewers,0.25,0.3333,0.25,0.2667,0.2869,0.2662,1,1,1
778122,2025-04-30,Texas Rangers,Athletics,0.2143,0.3333,0.2857,0.2667,0.3307,0.3076,0,0,0
778124,2025-04-30,Houston Astros,Detroit Tigers,0.0625,0.1333,0.3846,0.2,0.3113,0.3302,1,0,1
778120,2025-04-30,Colorado Rockies,Atlanta Braves,0.3077,0.2,0.3529,0.3333,0.3305,0.4228,0,0,0
778121,2025-04-30,Seattle Mariners,Los Angeles Angels,0.25,0.6667,0.3333,0.2,0.28,0.38,0,0,0
778126,2025-04-30,San Diego Padres,San Francisco Giants,0.3125,0.2667,0.2667,0.3333,0.2295,0.3138,1,1,0
778123,2025-04-30,Los Angeles Dodgers,Miami Marlins,0.4375,0.4667,0.25,0.2667,0.3064,0.3298,1,1,1
778134,2025-04-30,Cincinnati Reds,St. Louis Cardinals,0.3077,0.3333,0.2143,0.1333,0.281,0.331,1,0,1
778119,2025-04-30,Cincinnati Reds,St. Louis Cardinals,0.2857,0.3333,0.2667,0.2,0.3084,0.3516,1,0,1
778110,2025-04-30,Houston Astros,Detroit Tigers,0.0588,0.1333,0.4286,0.2667,0.3088,0.3491,1,1,0
778102,2025-04-30,Colorado Rockies,Atlanta Braves,0.2857,0.2,0.3333,0.3333,0.3494,0.4114,0,0,0
778109,2025-04-30,Los Angeles Dodgers,Miami Marlins,0.4706,0.5333,0.3077,0.3333,0.3086,0.2314,0,0,0
778104,2025-04-30,Seattle Mariners,Los Angeles Angels,0.2353,0.6,0.3158,0.2,0.3677,0.3809,1,0,1
778105,2025-04-30,San Diego Padres,San Francisco Giants,0.3529,0.3333,0.25,0.3333,0.2678,0.3312,0,0,0
778116,2025-04-30,Cleveland Guardians,Minnesota Twins,0.2857,0.1333,0.2667,0.4,0.3307,0.2955,0,0,0
778115,2025-04-30,Baltimore Orioles,New York Yankees,0.3846,0.2,0.4667,0.4667,0.2802,0.2302,1,0,1
778112,2025-04-30,Pittsburgh Pirates,Chicago Cubs,0.2857,0.4667,0.1429,0.2,0.2305,0.2305,1,1,0
778118,2025-04-30,Philadelphia Phillies,Washington Nationals,0.5714,0.4,0.1429,0.2667,0.3808,0.3151,1,1,0
778113,2025-04-30,Tampa Bay Rays,Kansas City Royals,0.3,0.1333,0.2857,0.3333,0.2812,0.3082,1,0,1
778114,2025-04-30,Toronto Blue Jays,Boston Red Sox,0.3571,0.2667,0.2941,0.5333,0.3086,0.3086,1,0,1
778117,2025-04-30,New York Mets,Arizona Diamondbacks,0.3571,0.3333,0.3846,0.3333,0.2897,0.2818,0,0,0
778111,2025-04-30,Chicago White Sox,Milwaukee Brewers,0.3077,0.4,0.2941,0.3333,0.2435,0.3516,1,0,1
778106,2025-05-01,Texas Rangers,Athletics,0.2,0.2667,0.2667,0.2667,0.2682,0.3158,0,0,0
778100,2025-05-01,Pittsburgh Pirates,Chicago Cubs,0.3333,0.5333,0.1333,0.2,0.2201,0.2568,1,1,0
778107,2025-05-01,Cincinnati Reds,St. Louis Cardinals,0.2667,0.3333,0.3125,0.2667,0.2571,0.2814,0,0,0
778103,2025-05-01,New York Mets,Arizona Diamondbacks,0.3333,0.3333,0.3571,0.3333,0.2809,0.3628,0,0,0
