id_partido,fecha,equipo_local,equipo_visitante,ratio_local_pct_anota_1inn_local,local_pct_anota_1inn_local,ratio_local_pct_anota_1inn_ult15,local_pct_anota_1inn_ult15,ratio_visit_pct_anota_1inn_visit,visit_pct_anota_1inn_visit,ratio_visit_pct_anota_1inn_ult15,visit_pct_anota_1inn_ult15,ratio_pitcher_local_pct_permite_carrera,pitcher_local_pct_permite_carrera,pitcher_local_pct_permite_carrera_suavizado,ratio_pitcher_visit_pct_permite_carrera,pitcher_visit_pct_permite_carrera,pitcher_visit_pct_permite_carrera_suavizado,home_yrfi_target,away_yrfi_target,game_yrfi_target
778468,2025-04-03,158,113,1/3,0.3333333333333333,2/6,0.3333333333333333,0/0,0.22340425531914893,2/6,0.3333333333333333,1/1,1.0,0.2907801418439716,0/1,0.0,0.243161094224924,0,0,0
778466,2025-04-03,147,109,3/5,0.6,3/5,0.6,1/2,0.5,2/6,0.3333333333333333,0/0,0.25263157894736843,0.25263157894736843,0/1,0.0,0.24060150375939848,1,0,1
778462,2025-04-03,142,117,0/0,0.2916666666666667,2/6,0.3333333333333333,0/0,0.21875,0/6,0.0,1/1,1.0,0.29067460317460314,0/1,0.0,0.24305555555555552,1,0,1
778472,2025-04-03,119,144,2/5,0.4,2/7,0.2857142857142857,1/6,0.16666666666666666,1/6,0.16666666666666666,0/1,0.0,0.24545900834560624,0/0,0.25773195876288657,0.25773195876288657,0,1,1
778470,2025-04-03,110,111,1/2,0.5,4/6,0.6666666666666666,0/6,0.0,0/6,0.0,0/1,0.0,0.24781341107871718,0/1,0.0,0.24781341107871718,1,1,1
778467,2025-04-03,143,115,0/2,0.0,0/5,0.0,0/5,0.0,0/5,0.0,0/0,0.2676767676767677,0.2676767676767677,0/1,0.0,0.25493025493025495,0,0,0
778457,2025-04-04,120,109,0/3,0.0,0/6,0.0,1/3,0.3333333333333333,2/7,0.2857142857142857,0/1,0.0,0.25238095238095243,0/1,0.0,0.25238095238095243,1,1,1
778455,2025-04-04,118,110,0/3,0.0,1/6,0.16666666666666666,3/4,0.75,5/7,0.7142857142857143,0/1,0.0,0.2593116454502593,1/1,1.0,0.3069306930693069,1,0,1
778464,2025-04-04,144,146,0/0,0.3137254901960784,2/7,0.2857142857142857,0/0,0.23529411764705882,2/7,0.2857142857142857,0/1,0.0,0.26143790849673204,0/1,0.0,0.26143790849673204,0,0,0
778459,2025-04-04,143,119,0/3,0.0,0/6,0.0,0/2,0.0,2/8,0.25,0/1,0.0,0.2588996763754045,0/2,0.0,0.24713150926743158,1,0,1
778444,2025-04-04,137,136,0/0,0.3173076923076923,1/6,0.16666666666666666,0/0,0.23076923076923078,0/7,0.0,0/1,0.0,0.26098901098901106,0/0,0.27403846153846156,0.27403846153846156,1,1,1
778458,2025-04-04,116,145,0/0,0.3238095238095238,3/6,0.5,0/0,0.23809523809523808,2/6,0.3333333333333333,0/1,0.0,0.2675736961451247,0/1,0.0,0.2675736961451247,1,0,1
778456,2025-04-04,115,133,0/0,0.330188679245283,0/6,0.0,0/4,0.0,1/7,0.14285714285714285,1/1,1.0,0.31716082659478884,0/1,0.0,0.2695417789757412,1,1,1
778465,2025-04-04,121,141,0/0,0.3364485981308411,1/6,0.16666666666666666,0/0,0.24299065420560748,3/7,0.42857142857142855,0/1,0.0,0.2759234534935469,0/1,0.0,0.2759234534935469,1,0,1
778460,2025-04-04,112,135,0/2,0.0,2/9,0.2222222222222222,0/0,0.24074074074074073,3/7,0.42857142857142855,0/2,0.0,0.2651515151515152,0/1,0.0,0.2777777777777778,1,0,1
778463,2025-04-04,111,138,0/0,0.3486238532110092,1/7,0.14285714285714285,0/0,0.23853211009174313,3/6,0.5,1/1,1.0,0.327217125382263,0/1,0.0,0.2795980777632154,1,0,1
778461,2025-04-04,134,147,0/0,0.35454545454545455,1/7,0.14285714285714285,0/0,0.23636363636363636,4/6,0.6666666666666666,0/1,0.0,0.2813852813852814,0/1,0.0,0.2813852813852814,0,0,0
778451,2025-04-05,144,146,0/1,0.0,2/8,0.25,0/1,0.0,2/8,0.25,1/1,1.0,0.32646932646932647,0/1,0.0,0.27885027885027885,0,1,1
778439,2025-04-05,158,113,1/4,0.25,2/7,0.2857142857142857,0/1,0.0,2/7,0.2857142857142857,1/1,1.0,0.32823129251700683,0/1,0.0,0.2806122448979592,0,1,1
778446,2025-04-05,121,141,1/1,1.0,2/7,0.2857142857142857,0/1,0.0,3/8,0.375,0/1,0.0,0.28234302570585756,1/1,1.0,0.3299620733249052,0,0,0
778438,2025-04-05,140,139,1/4,0.25,2/7,0.2857142857142857,0/0,0.24561403508771928,2/6,0.3333333333333333,0/1,0.0,0.27986633249791143,0/1,0.0,0.27986633249791143,1,0,1
778441,2025-04-05,118,110,1/4,0.25,2/7,0.2857142857142857,3/5,0.6,5/8,0.625,0/1,0.0,0.2815734989648033,1/1,1.0,0.32919254658385094,0,0,0
778448,2025-04-05,143,119,1/4,0.25,1/7,0.14285714285714285,0/3,0.0,2/9,0.2222222222222222,0/1,0.0,0.2791461412151067,1/2,0.5,0.3119122257053291,1,0,1
778449,2025-04-05,134,147,0/1,0.0,1/8,0.125,0/1,0.0,4/7,0.5714285714285714,0/1,0.0,0.28083028083028083,1/1,1.0,0.32844932844932845,0,0,0
778450,2025-04-05,112,135,1/3,0.3333333333333333,3/10,0.3,0/1,0.0,3/8,0.375,0/1,0.0,0.27845036319612587,0/1,0.0,0.27845036319612587,0,0,0
778440,2025-04-05,142,117,1/1,1.0,3/7,0.42857142857142855,0/1,0.0,0/7,0.0,0/1,0.0,0.2761104441776711,0/1,0.0,0.2761104441776711,0,1,1
778445,2025-04-05,116,145,1/1,1.0,4/7,0.5714285714285714,0/1,0.0,2/7,0.2857142857142857,1/1,1.0,0.3253968253968254,1/1,1.0,0.3253968253968254,1,1,1
778447,2025-04-05,108,114,0/0,0.34710743801652894,2/6,0.3333333333333333,1/6,0.16666666666666666,1/6,0.16666666666666666,0/1,0.0,0.28335301062573787,0/1,0.0,0.28335301062573787,1,1,1
778453,2025-04-05,158,113,1/5,0.2,2/8,0.25,1/2,0.5,3/8,0.375,0/0,0.30327868852459017,0.30327868852459017,0/1,0.0,0.2888368462138954,0,0,0
778454,2025-04-05,140,139,2/5,0.4,3/8,0.375,0/1,0.0,2/7,0.2857142857142857,0/1,0.0,0.286488579171506,0/1,0.0,0.286488579171506,0,0,0
778452,2025-04-05,120,109,1/4,0.25,1/7,0.14285714285714285,2/4,0.5,3/8,0.375,0/1,0.0,0.28417818740399386,0/1,0.0,0.28417818740399386,1,0,1
