fecha,id_partido,equipo_local,equipo_visitante,prob_yrfi_predicha,prob_local_anota,prob_visitante_anota,game_yrfi_real,prediccion
2025-04-26,778164,138,158,0.7599591535234498,0.5072781568654782,0.5128268620090082,0,1
2025-04-26,778166,142,108,0.7568336180365508,0.5000415063565655,0.5136268609192324,1,1
2025-04-26,778173,120,121,0.7418740952341363,0.4843434784901728,0.4994227862956553,0,1
2025-04-27,778155,116,110,0.7547584824197027,0.509338726019673,0.5001816312282876,0,1
2025-04-27,778162,109,144,0.7520756346851114,0.4950181003092697,0.5090430657678487,1,1
2025-04-27,778160,135,139,0.7478414948711163,0.5021601262230994,0.4934947592368131,0,1
2025-04-27,778163,119,134,0.7483446115730256,0.4971060819123857,0.4995855400598998,1,1
2025-04-27,778154,136,146,0.7526745819484687,0.5068841256938115,0.498443609426452,1,1
2025-04-27,778153,120,121,0.7393955174639559,0.4887767078666941,0.490233550493061,1,1
2025-04-27,778156,147,141,0.7386337094110657,0.4873382972457046,0.4901778518178097,1,1
2025-04-27,778170,147,141,0.7456705011872573,0.489023785982988,0.502267440565687,1,1
2025-04-27,778157,114,111,0.7463164615954724,0.5017765739122311,0.4908237446871119,0,1
2025-04-27,778144,142,108,0.7551773090431626,0.4973685571139105,0.5129180746212864,1,1
2025-04-27,778152,118,117,0.7512663549902715,0.4964610238668592,0.5060290130471236,0,1
2025-04-27,778148,115,113,0.7536508658565011,0.5061066674905593,0.501209840408627,1,1
2025-04-27,778151,137,140,0.7621611539961941,0.5102433173200974,0.5143734543807059,1,1
2025-04-27,778149,133,145,0.7623880071858891,0.5093755187300011,0.5156947892224134,1,1
2025-04-27,778145,119,134,0.7456367702849516,0.5008923386117416,0.4903640048170327,1,1
2025-04-27,778146,135,139,0.7482552244901901,0.4979218021896903,0.4985944886519018,0,1
2025-04-27,778147,109,144,0.7465224772895898,0.4953243725573626,0.4977416999610881,1,1
2025-04-27,778136,136,146,0.754330698088725,0.5062897790512897,0.5024018311000358,1,1
2025-04-27,778158,112,143,0.7418044073333236,0.5028742998740314,0.4806231248932589,0,1
2025-04-27,778150,138,158,0.756220375861147,0.5096455582017284,0.5028501766093062,1,1
2025-04-28,778139,114,142,0.7480577160724342,0.4915930553216728,0.5044475954454721,1,1
2025-04-28,778138,120,121,0.7421221663754782,0.4813363298061819,0.5028033609368552,0,1
2025-04-28,778141,113,138,0.7599988356746137,0.5068406205400939,0.513339552441994,1,1
2025-04-28,778140,110,147,0.7489814319820152,0.4827577579588741,0.5146982446224366,0,1
2025-04-29,778129,114,142,0.7518796556750361,0.4939550142385269,0.5096871793885995,0,1
2025-04-29,778133,110,147,0.7430381350836497,0.4834317976348438,0.5025596547758336,1,1
2025-04-29,778143,140,133,0.7581271174143682,0.5142359094293274,0.5020774748881066,0,1
2025-04-29,778137,115,144,0.7530258942592871,0.4986221017469612,0.5074092683358206,1,1
2025-04-29,778132,119,146,0.7552574200950928,0.5050769233883525,0.5054936989795082,1,1
2025-04-29,778142,117,116,0.7675502888785315,0.5197341557357273,0.5159978293322895,0,1
2025-04-29,778125,145,158,0.7579928702746446,0.5127023478574263,0.503368980619367,1,1
2025-04-29,778128,139,118,0.7585315996091491,0.4939299131491804,0.5228558125348527,1,1
2025-04-29,778127,141,111,0.7363065494803925,0.491196543355378,0.4817380914458167,1,1
2025-04-29,778130,121,109,0.7524266292492278,0.4976288346037528,0.5071903249950704,0,1
2025-04-29,778131,143,120,0.7347098557575675,0.4820271108555626,0.4878300586723256,1,1
2025-04-29,778135,134,112,0.7590195359742745,0.5165875252867829,0.50150135416202,0,1
2025-04-30,778102,115,144,0.7568107885760516,0.5003699703866142,0.5132614194304362,0,1
2025-04-30,778122,140,133,0.7646315547664309,0.5182242644066695,0.5114564145832267,0,1
2025-04-30,778124,117,116,0.7666119815683226,0.5191009328202955,0.51468398597566,1,1
2025-04-30,778120,115,144,0.7548553421731714,0.4979214390222016,0.5117404388878721,0,1
2025-04-30,778121,136,108,0.7748017877113456,0.539743264490029,0.5107117508250442,0,1
2025-04-30,778126,135,137,0.7475676498773067,0.5030347845866325,0.4920522759068275,1,1
2025-04-30,778123,119,146,0.7556655881309555,0.506014877152391,0.5053810315975449,1,1
2025-04-30,778134,113,138,0.7577891239411095,0.5099960998125405,0.5056960241209745,1,1
2025-04-30,778119,113,138,0.7588372693674736,0.507698409596845,0.510132131738527,1,1
2025-04-30,778110,117,116,0.7674252144999888,0.5204517811645744,0.5150127216303401,1,1
2025-04-30,778109,119,146,0.753472074654121,0.5008040107318936,0.5061500279533001,0,1
2025-04-30,778105,135,137,0.7495337353056224,0.5010922260674776,0.497970811879445,0,1
2025-04-30,778116,114,142,0.7486096935318158,0.4923214654701326,0.5048238415260501,0,1
2025-04-30,778115,110,147,0.7441502537732659,0.4846178239502415,0.5035727696527236,1,1
2025-04-30,778112,134,112,0.756009883280305,0.5192229456926978,0.4925088156063666,1,1
2025-04-30,778118,143,120,0.7466225970643695,0.4806414510385072,0.5121339516942911,1,1
2025-04-30,778113,139,118,0.7457862737264611,0.4907997107173855,0.500758873032678,1,1
2025-04-30,778114,141,111,0.7458673946952034,0.495161466811173,0.4966061649463228,1,1
2025-04-30,778117,121,109,0.753450263858961,0.5002747796590441,0.5066293913026414,0,1
2025-04-30,778111,145,158,0.7558722325308442,0.5133342930597541,0.4983666118493729,1,1
2025-04-30,778104,136,108,0.7815697318795307,0.5435251976306693,0.5214845003783171,1,1
2025-05-01,778103,121,109,0.7538079720203086,0.5023338848744469,0.5053068302277701,0,1
2025-05-01,778106,140,133,0.756741001489678,0.513177498424622,0.5003127470009588,0,1
2025-05-01,778097,139,118,0.7434045703751622,0.4863601066492178,0.5004371098379617,1,1
2025-05-01,778107,113,138,0.7560024737629847,0.5099409208481304,0.5021058957640487,0,1
2025-05-01,778100,134,112,0.753946622028604,0.5188766791484438,0.4885856342696131,1,1
2025-05-01,778099,143,120,0.735414946602055,0.4838879867948091,0.4873495546929772,0,1
2025-05-01,778096,140,133,0.7552504828748212,0.5169305312946176,0.4933450922056754,1,1
2025-05-01,778095,141,111,0.743835582270338,0.4912282797246644,0.4965042129483302,0,1
2025-05-01,778094,145,158,0.7697158369731864,0.5133921654423917,0.526756154191038,1,1
2025-05-01,778108,114,142,0.7435339318321406,0.4936535014202945,0.4934969059976852,1,1
2025-05-02,778093,110,118,0.7514253356901153,0.4862678728251499,0.5161395381735944,0,1
2025-05-02,778101,108,116,0.7623314969836741,0.5042383036701109,0.5205993024959782,0,1
2025-05-02,778098,137,115,0.7545023279198055,0.5123591468809999,0.4965604901435829,1,1
2025-05-02,778087,113,120,0.7539143338542771,0.5117595237138687,0.4959744673001969,1,1
2025-05-02,778086,143,109,0.7392078858398143,0.4778863743160982,0.5005069752420623,1,1
2025-05-02,778090,134,135,0.7649974271504332,0.5131620869673622,0.5172878558580705,0,1
2025-05-02,778088,147,139,0.7474095725583596,0.4978605622313922,0.4969715412832456,0,1
2025-05-02,778089,111,142,0.7532771329039694,0.502937703461785,0.5036379367046558,1,1
2025-05-02,778091,146,133,0.7576430335505671,0.5035513434242602,0.5118186679744632,0,1
2025-05-02,778092,144,119,0.748024990978216,0.5076772658789851,0.4881914005623643,0,1
2025-05-02,778079,145,117,0.7614848456375927,0.5096352905645566,0.5135964114607479,1,1
2025-05-02,778081,141,114,0.7568910299845417,0.4942905630402449,0.5192714387989459,0,1
2025-05-03,778066,145,117,0.7642937575015026,0.5120146759972429,0.5169808785127201,1,1
2025-05-03,778083,140,136,0.7635252660453093,0.5150230556908044,0.5124000496734399,0,1
2025-05-03,778065,134,135,0.7689907141109792,0.5210075809043349,0.5177182838818932,0,1
2025-05-03,778084,138,121,0.757055738972897,0.5121278179035421,0.5020329710475886,1,1
2025-05-03,778085,108,116,0.7579980491445374,0.4988845399205983,0.5170734688226992,1,1
2025-05-03,778082,137,115,0.7572002626375919,0.510669549751295,0.5038123271523287,0,1
2025-05-03,778074,147,139,0.7547223645216318,0.5080412834156423,0.5014263855688597,1,1
2025-05-03,778064,141,114,0.7546681701514397,0.4933253868649925,0.5158000351930211,1,1
2025-05-03,778080,158,112,0.7630191639545787,0.5251125482017587,0.5009747359125759,1,1
2025-05-03,778069,137,115,0.764579616866127,0.5149704996628353,0.5146266712226323,0,1
2025-05-03,778075,146,133,0.7540059145452597,0.5070098232565116,0.5010162533466961,1,1
2025-05-03,778078,143,109,0.7462789527262019,0.4868653872683806,0.5055468078383174,0,1
2025-05-03,778077,113,120,0.7548309016846566,0.5142899573978754,0.4952356821739081,1,1
2025-05-03,778070,140,136,0.7603136025051,0.5153562631469221,0.505437955205512,1,1
2025-05-03,778076,144,119,0.7456926165096873,0.5053776484503948,0.4858554557965452,0,1
2025-05-03,778072,110,118,0.7450734099522507,0.4831684701484842,0.5067510874946253,0,1
2025-05-03,778073,111,142,0.7540552403309495,0.5061525611439672,0.5019823121108687,0,1
2025-05-03,778071,158,112,0.7589330215452522,0.5248426869891749,0.4926585956822772,1,1
2025-05-04,778056,141,114,0.7482967234562262,0.4945419202371444,0.5020293737081724,0,1
2025-05-04,778067,108,116,0.7573397459251214,0.5007649451514694,0.5139358670466312,0,1
2025-05-04,778053,138,121,0.7558421015733177,0.5128105628714327,0.4988440228390049,1,1
2025-05-04,778068,138,121,0.7541286755561074,0.5131113348924764,0.495015304187468,0,1
2025-05-04,778062,110,118,0.7465065352316484,0.4876691069873655,0.5052153437834948,0,1
2025-05-04,778063,111,142,0.7495432491426556,0.5066143892158269,0.4923711892220052,1,1
2025-05-04,778057,147,139,0.7476986241261836,0.5048506745139508,0.4904539643143977,0,1
2025-05-04,778051,134,135,0.7647956667077364,0.5204801539318203,0.5095003153241304,1,1
2025-05-04,778061,146,133,0.7604399421796685,0.5100096215141839,0.5110923227500351,0,1
2025-05-04,778059,143,109,0.7429392425510188,0.4833788734280421,0.502419192272083,1,1
2025-05-04,778052,140,136,0.7608084412841056,0.5080205769641433,0.513817961653934,0,1
2025-05-04,778048,137,115,0.7551952501613823,0.5047679997851597,0.5056766329065628,1,1
2025-05-04,778050,108,116,0.7572846862075058,0.4960676055332582,0.5183573898849385,0,1
2025-05-04,778058,113,120,0.7558823714413452,0.5082104826895248,0.5036135989768582,0,1
2025-05-04,778060,144,119,0.7487593469886529,0.5014631890214216,0.4960439279936288,1,1
2025-05-04,778054,158,112,0.760878803972095,0.5241431058969017,0.4974934712701725,0,1
2025-05-05,778044,112,137,0.7489430613610863,0.5026775444762024,0.4951827816130047,0,1
2025-05-05,778047,146,119,0.7496395375361209,0.5029205991462484,0.4963370800844369,1,1
2025-05-05,778045,147,135,0.7575619264413951,0.5046777150341383,0.5105447888836374,0,1
2025-05-05,778043,118,145,0.7519305302090821,0.4980067355594333,0.5058310790935164,0,1
2025-05-05,778042,158,117,0.763029496234701,0.5208752907789352,0.5054095537035588,0,1
2025-05-05,778036,138,134,0.7550703915067454,0.5135238489749608,0.4965228861123595,1,1
2025-05-05,778049,144,113,0.7533137397903993,0.5005762784104121,0.5060581835711832,0,1
2025-05-06,778037,111,140,0.7555929528028367,0.502229005425021,0.5089970089441432,1,1
2025-05-06,778035,146,119,0.747913420597778,0.504293755891304,0.491459745770429,1,1
2025-05-06,778046,120,114,0.7458299419894832,0.4910387489031912,0.5006101987866822,0,1
2025-05-06,778040,139,143,0.7415559323934533,0.4896482791669302,0.493596167002872,0,1
2025-05-06,778026,120,114,0.7471474043243802,0.4884465012778132,0.5057162226292614,1,1
2025-05-06,778039,109,121,0.7470133827617707,0.4959841654823539,0.4980581959684997,1,1
2025-05-06,778038,133,136,0.7572453066354279,0.503501238351255,0.5110668704218999,1,1
2025-05-06,778030,138,134,0.7555084929104846,0.5132037101482602,0.4977539636467269,0,1
2025-05-06,778027,112,137,0.7515940163424113,0.5052959710178043,0.4978694954867069,0,1
2025-05-06,778034,144,113,0.7562879830082018,0.504049003776038,0.5085965773889835,0,1
2025-05-06,778031,158,117,0.7597651933368734,0.5188417842725613,0.5007155675396132,1,1
2025-05-06,778041,147,135,0.7559962306115466,0.5043342036414281,0.5077252229606388,0,1
2025-05-06,778033,118,145,0.7470695801083955,0.4927533418129383,0.5013660202403363,0,1
2025-05-06,778028,142,110,0.7526452724740328,0.496587720876747,0.508643833724592,0,1
2025-05-07,778024,133,136,0.7561811791875668,0.5000587048168067,0.5123050982954093,1,1
2025-05-07,778015,158,117,0.7578232483979718,0.5124288466647613,0.5032996723751723,0,1
2025-05-07,778021,139,143,0.7397632002468278,0.4887170670425613,0.4910121520233977,0,1
2025-05-07,778025,108,141,0.7515748082328861,0.4994897954124497,0.5036560903451892,1,1
2025-05-07,778020,112,137,0.7528344591721436,0.5050414373349388,0.5006338722639426,1,1
2025-05-07,778016,138,134,0.7545854196246484,0.5118323240606067,0.4972740054877779,0,1
2025-05-07,778023,144,113,0.7499225054972716,0.5022991032149613,0.4975345712291553,1,1
2025-05-07,778022,120,114,0.7446976360464836,0.489057808050413,0.5003302370090701,0,1
2025-05-07,778014,109,121,0.7508420473223945,0.4950199746405489,0.5065983996094662,0,1
2025-05-07,778010,133,136,0.7535324828290231,0.5010208455704973,0.5060564855604631,1,1
2025-05-07,778012,118,145,0.7456170889662301,0.4971093490358904,0.4941585997948395,0,1
2025-05-07,778011,142,110,0.7554720672960138,0.4976896864096825,0.5131934860023156,0,1
2025-05-07,778032,109,121,0.7479382937354364,0.4936549711371988,0.50219377717469,0,1
2025-05-07,778018,111,140,0.7608304671798423,0.5022816771682997,0.5194680970163295,0,1
2025-05-07,778017,146,119,0.7501225434891132,0.5047932199136447,0.4954078446435799,0,1
2025-05-07,778019,147,135,0.7517752463065607,0.5009778209508021,0.5025777127453744,0,1
2025-05-08,778013,115,116,0.753055384975996,0.4991124246525154,0.5069859441957825,1,1
2025-05-08,778009,108,141,0.7500930644832566,0.4987989426733287,0.5013838620977612,0,1
2025-05-08,778007,142,110,0.7561638747438167,0.4961380084124497,0.5160656502628564,1,1
2025-05-08,778006,111,140,0.7539180761301181,0.4994006151691127,0.508425436932941,0,1
2025-05-08,778008,118,145,0.7450877584788717,0.498513951981188,0.4916862741681579,1,1
2025-05-08,778004,115,116,0.7539586934198667,0.49782837992785,0.5100453774253847,1,1
2025-05-08,778029,115,116,0.7521415338417058,0.4987135537418729,0.5055552209551171,0,1
2025-05-08,778005,139,143,0.743227934221462,0.4928791110634182,0.4936669512530201,1,1
2025-05-08,778003,144,113,0.7476887375384512,0.5000720367290398,0.4953047618886715,1,1
2025-05-09,777996,116,140,0.7532920899518761,0.5037377136766029,0.5028679050429539,0,1
2025-05-09,777999,109,119,0.7444208369549399,0.4961574851521333,0.4927399822100536,0,1
2025-05-09,777998,134,144,0.7549473190892164,0.5048243990540446,0.5051196374727495,0,1
2025-05-09,778000,108,141,0.7531151955791644,0.5031276603334219,0.5031222615722469,1,1
2025-05-09,777995,120,138,0.7457051142105168,0.4910502768912365,0.5003536218937289,1,1
2025-05-09,778002,139,158,0.7488325059499121,0.4967927425283149,0.5008667098482361,1,1
2025-05-09,778001,121,112,0.7492939317070716,0.4980963996808015,0.500489599728941,1,1
2025-05-09,777991,145,146,0.7508514800326369,0.4971586380704324,0.5045186437899651,1,1
2025-05-09,777997,114,143,0.7528868858241758,0.5005329263478614,0.5052464372297546,0,1
2025-05-09,777990,118,111,0.7439690459764912,0.4991665227454311,0.4887902553419552,0,1
2025-05-10,777989,117,113,0.7557318081047006,0.5119650001456433,0.4994863237919497,0,1
2025-05-10,777992,142,137,0.7509846924319469,0.4971522368820946,0.5047898671676796,1,1
2025-05-10,777993,115,135,0.7530005654564276,0.5023119147480827,0.503706353712391,1,1
2025-05-10,777986,108,110,0.7562531767088181,0.5008364554544498,0.5116894533772602,1,1
2025-05-10,777988,109,119,0.7491930487860001,0.4978720249908052,0.5005118939859758,1,1
2025-05-10,777984,136,141,0.7533624982073299,0.5122572859693978,0.4943286804747731,1,1
2025-05-10,777994,133,147,0.7525741175531309,0.4979990535005702,0.5071206853847032,0,1
2025-05-10,777980,120,138,0.7475182218732681,0.4913961158613443,0.5035787456591656,0,1
2025-05-10,777985,134,144,0.7550392919753132,0.5051867896016795,0.5049430716946794,0,1
2025-05-10,777972,133,147,0.7465562766709095,0.4977922974017968,0.4953408280719643,0,1
2025-05-10,777981,139,158,0.755770020932249,0.4989174191725588,0.5125953517193667,0,1
2025-05-10,777987,116,140,0.751972042100701,0.5056627090708599,0.4982616880205138,1,1
2025-05-10,777983,114,143,0.7516208826803776,0.5020405153379951,0.5012061724495273,0,1
2025-05-10,777979,117,113,0.7565850098607747,0.5143819347073058,0.4987521932642417,1,1
2025-05-10,777977,118,111,0.749257355014357,0.5000220313938762,0.4984926122151297,0,1
2025-05-10,777978,145,146,0.7476238679686255,0.4968864088263335,0.4983714682749278,1,1
2025-05-10,777982,121,112,0.7450637796647338,0.4963872372703232,0.4937852270592518,1,1
2025-05-10,777974,142,137,0.7493305095146525,0.495090618514681,0.5035356844669044,0,1
2025-05-11,777962,120,138,0.7467518706258441,0.4947980261900797,0.4987190420807041,1,1
2025-05-11,777969,116,140,0.7546454828926703,0.502104631252406,0.5072167115663389,0,1
2025-05-11,777963,117,113,0.7531125965968438,0.5137961535127911,0.492214211823083,0,1
2025-05-11,777971,114,143,0.7489168251887914,0.5014222130887248,0.4964012007701212,0,1
2025-05-11,777973,108,110,0.7584429146219498,0.5003650900327096,0.5165328111403101,1,1
2025-05-11,777976,115,135,0.7549516284604878,0.5009938076649267,0.508927193081871,1,1
2025-05-11,777975,109,119,0.7410826299617712,0.496383239340476,0.4858841280437984,0,1
2025-05-11,777964,139,158,0.7501819989319446,0.500105775576776,0.5002582769258948,1,1
2025-05-11,777970,136,141,0.7568731553598893,0.5105349591351682,0.5032804708370349,0,1
2025-05-11,777968,121,112,0.7501838952999669,0.4978771869241449,0.5024800742078736,0,1
2025-05-11,777954,109,119,0.744242160268777,0.495043993172253,0.4935047087805644,1,1
2025-05-11,777961,108,110,0.7622048458492956,0.5016993785997904,0.5227877631729472,1,1
2025-05-11,777956,142,137,0.7463987321779512,0.4944134078169128,0.498401912267854,1,1
2025-05-11,777958,136,141,0.7569101903335465,0.5118063030960702,0.5020627853081632,0,1
2025-05-11,777965,118,111,0.74559670482678,0.5008969515855394,0.4902790195704017,0,1
2025-05-11,777967,134,144,0.7537608355176219,0.5063131791953552,0.501223945818443,0,1
2025-05-11,777957,133,147,0.7514082702948188,0.4991605324925351,0.5036498801854588,0,1
2025-05-11,777966,145,146,0.7530253916178306,0.4958490609707709,0.510117726136278,0,1
2025-05-11,777955,115,135,0.7558901752955767,0.5027369250821382,0.5090932003251085,1,1
2025-05-12,777953,143,138,0.7407586767363474,0.4819206091812877,0.4996108166858793,0,1
2025-05-12,777960,114,158,0.7499709395395794,0.5052198684082273,0.4946663285446723,0,1
2025-05-12,777951,116,111,0.7555967126009717,0.5045660780449707,0.5066884269155619,1,1
2025-05-12,777959,144,120,0.7557637679769683,0.50363511554415,0.5079502203489263,0,1
2025-05-12,777952,112,146,0.7561184731338795,0.5049670364739269,0.5073428542435326,0,1
2025-05-12,777950,121,134,0.7458181131712189,0.5013721872856298,0.490237246404094,0,1
2025-05-13,777939,137,109,0.753763951306237,0.5041344856163749,0.5034217110261411,0,1
2025-05-13,777944,114,158,0.7500116207812203,0.5052830743285522,0.4946839975618656,1,1
2025-05-13,777949,140,115,0.7546843768332929,0.5136853913246265,0.4955618877358029,0,1
2025-05-13,777948,117,118,0.7592247941721406,0.5128082382551756,0.5057896607989651,0,1
2025-05-13,777947,135,108,0.7449772862197706,0.4994130679654497,0.4905525944440197,0,1
2025-05-13,777941,136,147,0.764996954893266,0.5106318985092967,0.5197826658687553,1,1
2025-05-13,777943,121,134,0.7481400103725444,0.50166964525776,0.4945923176649967,1,1
2025-05-13,777935,141,139,0.7473912482652598,0.5002011508979329,0.494579164820859,0,1
2025-05-13,777942,144,120,0.7536329994434176,0.5043170049635346,0.5029746773167834,1,1
2025-05-13,777936,112,146,0.7587142206612127,0.5056500089355725,0.5119130500654929,0,1
2025-05-13,777945,113,145,0.7441636709840552,0.5009487131211845,0.4873546351999099,0,1
2025-05-13,777940,116,111,0.7520476283652486,0.5019191039445168,0.5021845374950279,1,1
2025-05-14,777938,110,142,0.746506699402143,0.5030404371073829,0.4899116154997266,1,1
2025-05-14,777934,140,115,0.7570439411455032,0.5148851202438098,0.4991782998356965,1,1
2025-05-14,777931,117,118,0.7632556137441975,0.513606522197295,0.5132657055244627,0,1
2025-05-14,777933,143,138,0.7380085465575444,0.4847447985154145,0.491530696463443,1,1
2025-05-14,777926,136,147,0.7635014852637937,0.5073136957001,0.5199815528213896,0,1
2025-05-14,777930,137,109,0.7564694654789694,0.5038639439417447,0.5091456636797311,1,1
2025-05-14,777937,119,133,0.7419559386073451,0.4915229769457807,0.4925157879451725,0,1
2025-05-14,777924,110,142,0.752766272634684,0.5044744060079707,0.5010676938529782,0,1
2025-05-14,777922,143,138,0.737604615224119,0.4832805146841354,0.4921898781976805,0,1
2025-05-14,777928,113,145,0.7508726854649848,0.5030421859038259,0.498695246420247,0,1
2025-05-14,777925,114,158,0.7532979677347149,0.503115504314105,0.5035022537285255,0,1
2025-05-14,777915,136,147,0.7544862670832045,0.5060812521349697,0.5029268802246696,0,1
2025-05-14,777927,116,111,0.7508480157320355,0.4991627023354404,0.5025290939197656,1,1
2025-05-14,777923,141,139,0.7527342400802892,0.5023432772674092,0.503139918291477,0,1
2025-05-14,777919,121,134,0.7507311171994048,0.4995689873662143,0.501891616411452,0,1
2025-05-14,777921,112,146,0.757874632479164,0.5069177954160144,0.508955372410737,0,1
2025-05-14,777929,144,120,0.7556918425658427,0.5065855562257825,0.5048621690816355,1,1
2025-05-14,777916,137,109,0.76373740839905,0.5042927528502752,0.5233828172586942,1,1
2025-05-14,777932,135,108,0.7444855470998096,0.500408840060868,0.4885528940677791,1,1
2025-05-15,777917,119,133,0.7412710623241561,0.4928591718696612,0.4898282226069387,1,1
2025-05-15,777918,140,115,0.752783944619198,0.5102852635826923,0.4951835487136775,1,1
2025-05-15,777914,135,108,0.7444207849841782,0.5021544787751139,0.4866294781823058,1,1
2025-05-15,777920,117,118,0.7596384899945318,0.5124761807186762,0.5069748379478286,0,1
2025-05-15,777912,113,145,0.7498254626525739,0.5033756838264114,0.4962499233324273,1,1
2025-05-15,777911,110,142,0.751604298110556,0.5048495867113925,0.4983429373719173,0,1
2025-05-15,777913,141,139,0.7517341324582618,0.5030400457847453,0.5004308386703459,1,1
2025-05-15,777909,144,120,0.7555194017354279,0.5064292727545839,0.5046695746544748,0,1
2025-05-16,777902,113,114,0.7556821277522455,0.5016769250755632,0.5097199296163406,0,1
2025-05-16,777910,140,117,0.7608820296807177,0.5074432525746634,0.51453721511443,0,1
2025-05-16,777946,119,133,0.7446399777955139,0.4936765685571353,0.4956582959694571,1,1
2025-05-16,777900,112,145,0.7515581537215066,0.5049856570927691,0.498111822741562,1,1
2025-05-16,777907,110,120,0.7520498545365353,0.5035676226470467,0.500535910277308,0,1
2025-05-16,777901,118,138,0.7441070834711281,0.497918722375959,0.4903356728619448,0,1
2025-05-16,777906,141,116,0.7471221345340567,0.5013377744012584,0.4928874647316349,0,1
2025-05-16,777908,111,144,0.7542386712807334,0.4950787619948357,0.513267990686593,0,1
2025-05-16,777903,146,139,0.7515153210755738,0.5073842206074504,0.495581162197371,1,1
2025-05-16,777904,147,121,0.7480528427461246,0.4916787615737802,0.5043544550018949,0,1
2025-05-16,777905,143,134,0.7455093517838126,0.4845303243955524,0.5062936574925231,0,1
2025-05-17,777881,112,145,0.7524750087018243,0.5090933002477525,0.4957799691405771,1,1
2025-05-17,777895,140,117,0.7559972128005608,0.5111513967489318,0.5008622596511305,0,1
2025-05-17,777898,158,142,0.7544835633419422,0.5129632858211725,0.4958974764930959,1,1
2025-05-17,777897,109,115,0.7487771670601339,0.4974106917447447,0.5001429023391103,0,1
2025-05-17,777896,135,136,0.7553623269263515,0.5025509415472581,0.5082156274763775,1,1
2025-05-17,777899,119,108,0.7402867942282584,0.4935143325059348,0.4872249652063752,1,1
2025-05-17,777888,147,121,0.7486640742098523,0.4906388106255109,0.5065663991816971,0,1
2025-05-17,777889,146,139,0.7515584912550363,0.5022066369640314,0.5009143809596909,0,1
2025-05-17,777891,137,133,0.7472168904960435,0.5015670115007486,0.4928443434992744,0,1
2025-05-17,777890,110,120,0.7546868256364601,0.5050218499019703,0.5043959530032669,1,1
2025-05-17,777894,143,134,0.7402354272395232,0.4810912827165368,0.4994021797892137,1,1
2025-05-17,777892,113,114,0.7539749744061994,0.502877309143575,0.5051019997297699,0,1
2025-05-17,777882,140,117,0.7559183702367416,0.5066968086756379,0.5052097086419066,1,1
2025-05-17,777885,118,138,0.7473566268112848,0.4976672876199906,0.4970596838264572,0,1
2025-05-17,777893,111,144,0.7529863792130331,0.4923304282746627,0.5134362298936288,1,1
2025-05-17,777883,158,142,0.7570190133009091,0.5129972365117771,0.5010685669241242,1,1
2025-05-17,777886,141,116,0.7498167649892598,0.5022212306949451,0.4974007522256943,0,1
2025-05-18,777876,111,144,0.7515288242447999,0.4911863335360663,0.5116656801261203,1,1
2025-05-18,777869,140,117,0.7607181774614488,0.5096856944953386,0.5119827835896654,0,1
2025-05-18,777884,119,108,0.7414471376978287,0.498769273793414,0.4841639812089116,1,1
