fecha,id_partido,equipo_local,equipo_visitante,prob_yrfi_predicha,prob_local_anota,prob_visitante_anota,game_yrfi_real,home_yrfi_target,away_yrfi_target,prediction,prediccion_local,prediccion_visitante
2025-05-17,777882,140,117,0.5035434,0.26394188,0.3255198,1,0,1,0,0,0
2025-05-17,777885,118,138,0.8276202,0.6787962,0.46333203,0,0,0,1,1,0
2025-05-17,777893,111,144,0.55462635,0.25979772,0.39830816,1,0,1,1,0,0
2025-05-17,777883,158,142,0.7411127,0.3079891,0.6258913,1,0,1,1,0,1
2025-05-17,777886,141,116,0.85031843,0.64924026,0.5732648,0,0,0,1,1,1
2025-05-18,777876,111,144,0.75009143,0.6399624,0.30588216,1,0,1,1,1,0
2025-05-18,777869,140,117,0.7771262,0.50931925,0.5457865,0,0,0,1,0,0
2025-05-18,777884,119,108,0.73367244,0.6038638,0.32768688,1,1,1,1,1,0
2025-05-18,777874,113,114,0.613033,0.35756928,0.3976518,0,0,0,1,0,0
2025-05-18,777875,135,136,0.94894737,0.8231004,0.7114035,0,0,0,1,1,1
2025-05-18,777887,109,115,0.7573129,0.5282607,0.48554823,1,1,1,1,0,0
2025-05-18,777871,141,116,0.8864767,0.59986925,0.71628445,1,0,1,1,1,1
2025-05-18,777879,137,133,0.85822046,0.7429893,0.4483515,0,0,0,1,1,0
2025-05-18,777873,110,120,0.6178068,0.3764602,0.38705888,1,0,1,1,0,0
2025-05-18,777880,143,134,0.85538363,0.54353374,0.6831827,0,0,0,1,0,1
2025-05-18,777870,109,115,0.45714682,0.23041798,0.29461297,1,1,0,0,0,0
2025-05-18,777864,118,138,0.37438112,0.2595039,0.1551355,0,0,0,0,0,0
2025-05-18,777877,146,139,0.7614222,0.18148243,0.7085245,0,0,0,1,0,1
2025-05-18,777868,135,136,0.61228037,0.46083286,0.28089163,1,1,0,1,0,0
2025-05-18,777866,119,108,0.9345398,0.869343,0.4989921,1,0,1,1,1,0
2025-05-18,777878,147,121,0.5835438,0.25436234,0.4414765,1,1,0,1,0,0
2025-05-18,777867,137,133,0.6668671,0.47285742,0.3680402,1,1,0,1,0,0
2025-05-18,777872,112,145,0.7626744,0.63183117,0.35538918,1,1,0,1,1,0
2025-05-18,777865,158,142,0.62913966,0.43364757,0.34517747,0,0,0,1,0,0
2025-05-19,777858,139,117,0.7636484,0.38104585,0.6181436,0,0,0,1,0,1
2025-05-19,777859,134,113,0.47622842,0.29024458,0.2620393,1,1,1,0,0,0
2025-05-19,777863,146,112,0.7071354,0.22894673,0.6201759,1,1,0,1,0,1
2025-05-19,777857,145,136,0.37249255,0.1587035,0.2541186,0,0,0,0,0,0
2025-05-19,777860,158,110,0.7329615,0.3438313,0.59303373,0,0,0,1,0,1
2025-05-19,777862,138,116,0.6014202,0.4099165,0.32453662,1,1,0,1,0,0
2025-05-19,777856,111,121,0.71837443,0.23468608,0.632013,1,1,0,1,0,1
2025-05-20,777847,134,113,0.62899137,0.07498949,0.59891415,0,0,0,1,0,1
2025-05-20,777852,115,143,0.45813173,0.2127364,0.31170672,1,1,0,0,0,0
2025-05-20,777855,137,118,0.45180607,0.17401618,0.33631396,0,0,0,0,0,0
2025-05-20,777850,146,112,0.84106636,0.7057635,0.4598438,1,0,1,1,1,0
2025-05-20,777853,133,108,0.82405293,0.7815418,0.19459608,1,1,1,1,1,0
2025-05-20,777854,119,109,0.5577539,0.24342047,0.41546652,1,0,1,1,0,0
2025-05-20,777840,138,116,0.7469765,0.67919344,0.2112896,1,0,1,1,1,0
2025-05-20,777846,145,136,0.68313676,0.15196143,0.6263575,0,0,0,1,0,1
2025-05-20,777848,139,117,0.5949986,0.2816941,0.43617144,0,0,0,1,0,0
2025-05-20,777849,147,140,0.15017223,0.09247795,0.063573465,0,0,0,0,0,0
2025-05-20,777845,141,135,0.7831083,0.7121521,0.24650586,1,1,0,1,1,0
2025-05-20,777841,120,144,0.76732814,0.5586539,0.47281328,1,1,0,1,1,0
2025-05-20,777844,158,110,0.5632477,0.3870486,0.28746006,0,0,0,1,0,0
2025-05-20,777851,111,121,0.66272265,0.39749998,0.4402036,0,0,0,1,0,0
2025-05-21,777834,134,113,0.60391057,0.25747478,0.46656433,1,1,0,1,0,0
2025-05-21,777833,146,112,0.8012385,0.65954936,0.41618112,1,1,1,1,1,0
2025-05-21,777842,115,143,0.8651137,0.6350406,0.6304074,1,0,1,1,1,1
2025-05-21,777836,137,118,0.59793824,0.19152662,0.50269014,0,0,0,1,0,0
2025-05-21,777861,142,114,0.41928512,0.13498364,0.32866594,1,1,1,0,0,0
2025-05-21,777843,133,108,0.95724624,0.9243491,0.43485412,0,0,0,1,1,0
2025-05-21,777838,119,109,0.82832193,0.4933123,0.66117585,0,0,0,1,0,1
2025-05-21,777832,139,117,0.8986867,0.765731,0.5675343,1,1,1,1,1,1
2025-05-21,777837,141,135,0.7302339,0.65380377,0.22077125,0,0,0,1,1,0
2025-05-21,777826,158,110,0.5838401,0.3114945,0.39556047,0,0,0,1,0,0
2025-05-21,777827,138,116,0.5674008,0.4167175,0.25833672,0,0,0,1,0,0
2025-05-21,777830,145,136,0.6966214,0.5789608,0.27945295,1,0,1,1,1,0
2025-05-21,777819,137,118,0.66291696,0.36243936,0.47129256,1,0,1,1,0,0
2025-05-21,777831,111,121,0.7836925,0.47158697,0.5906469,0,0,0,1,0,1
2025-05-21,777835,147,140,0.7435514,0.18605718,0.6849304,0,0,0,1,0,1
2025-05-21,777829,142,114,0.6986078,0.3479427,0.53778267,0,0,0,1,0,0
2025-05-22,777816,141,135,0.8560115,0.7909558,0.31120574,0,0,0,1,1,0
2025-05-22,777823,115,143,0.6942608,0.48456168,0.40683645,1,1,1,1,0,0
2025-05-22,777828,133,108,0.5965743,0.35659224,0.37298596,0,0,0,1,0,0
2025-05-22,777824,119,109,0.67382157,0.31930766,0.5208137,0,0,0,1,0,0
2025-05-22,777818,147,140,0.60270715,0.42399743,0.31025848,0,0,0,1,0,0
2025-05-22,777812,133,108,0.48916948,0.3954669,0.15499982,1,1,0,0,0,0
2025-05-22,777821,116,114,0.75992495,0.21188864,0.69537926,0,0,0,1,0,1
2025-05-22,777814,134,158,0.652647,0.45292628,0.36507097,1,1,1,1,0,0
2025-05-22,777820,120,144,0.8054055,0.51554674,0.59832144,1,1,1,1,0,1
2025-05-22,777817,115,143,0.45035577,0.28388825,0.23246032,0,0,0,0,0,0
2025-05-23,777806,134,158,0.7748269,0.72925514,0.1683198,0,0,0,1,1,0
2025-05-23,777801,120,137,0.8320048,0.5523697,0.624701,0,0,0,1,1,1
2025-05-23,777822,117,136,0.7522023,0.6194965,0.34876364,1,0,1,1,1,0
2025-05-23,777815,111,110,0.8387191,0.61929643,0.57636094,0,0,0,1,1,1
2025-05-23,777811,113,112,0.6461871,0.51251084,0.27421385,1,1,0,1,0,0
2025-05-23,777813,144,135,0.70449364,0.3536309,0.54282105,1,1,0,1,0,0
2025-05-23,777807,116,114,0.5080695,0.3770376,0.21033679,1,0,1,0,0,0
2025-05-23,777808,121,119,0.42950588,0.34390754,0.13046692,0,0,0,0,0,0
2025-05-23,777805,145,140,0.9018614,0.73564434,0.6287632,0,0,0,1,1,1
2025-05-23,777810,139,141,0.62265086,0.42268193,0.34637567,0,0,0,1,0,0
2025-05-24,777786,138,109,0.37856978,0.2507179,0.17063256,1,1,0,0,0,0
2025-05-24,777798,108,146,0.65536654,0.3437932,0.47480962,0,0,0,1,0,0
2025-05-24,777790,111,110,0.6311207,0.18579434,0.5469458,0,0,0,1,0,0
2025-05-24,777809,111,110,0.69441056,0.33493602,0.54051125,1,1,1,1,0,0
2025-05-24,777804,133,143,0.8910345,0.7254648,0.60309076,1,0,1,1,1,1
2025-05-24,777800,117,136,0.53673303,0.1001231,0.48518854,0,0,0,0,0,0
2025-05-24,777802,115,147,0.47385412,0.12800519,0.39661813,1,0,1,0,0,0
2025-05-24,777797,138,109,0.7387948,0.37072814,0.5849088,0,0,0,1,0,1
2025-05-24,777799,142,118,0.75908405,0.6565597,0.2985215,1,0,1,1,1,0
2025-05-24,777788,142,118,0.79940826,0.5952685,0.5043832,0,0,0,1,1,0
2025-05-24,777789,121,119,0.42415202,0.14987728,0.32262954,0,0,0,0,0,0
2025-05-24,777793,120,137,0.4167868,0.11182811,0.34335548,1,1,0,0,0,0
2025-05-24,777791,113,112,0.68893075,0.21111158,0.6056866,1,1,0,1,0,1
2025-05-24,777787,117,136,0.7029432,0.40265518,0.5027047,1,1,0,1,0,0
2025-05-24,777803,144,135,0.6345878,0.22159696,0.53056175,0,0,0,1,0,0
2025-05-24,777792,145,140,0.60942173,0.29528686,0.44576275,1,0,1,1,0,0
2025-05-24,777782,115,147,0.9221373,0.3747281,0.8754739,1,0,1,1,0,1
2025-05-24,777795,139,141,0.5312419,0.1470422,0.4504322,1,1,0,0,0,0
2025-05-24,777796,116,114,0.6912539,0.36906013,0.5106569,1,1,0,1,0,0
2025-05-24,777794,134,158,0.53158784,0.30750757,0.3235851,1,1,0,0,0,0
2025-05-25,777776,134,158,0.7376447,0.3288971,0.6090684,1,0,1,1,0,1
2025-05-25,777778,120,137,0.74552965,0.6717558,0.22475286,0,0,0,1,1,0
2025-05-25,777785,111,110,0.7387668,0.37161565,0.584278,0,0,0,1,0,1
2025-05-25,777775,139,141,0.7056635,0.35071427,0.54667646,1,1,0,1,0,0
2025-05-25,777781,108,146,0.7147857,0.4988671,0.43086097,0,0,0,1,0,0
2025-05-25,777784,133,143,0.6663461,0.5863013,0.1934856,1,0,1,1,1,0
2025-05-25,777780,116,114,0.769174,0.5486867,0.48854598,0,0,0,1,0,0
2025-05-25,777772,142,118,0.6729488,0.40483886,0.4504829,1,1,0,1,0,0
2025-05-25,777779,113,112,0.8182876,0.7276441,0.3328128,1,1,1,1,1,0
2025-05-25,777777,145,140,0.6926681,0.36130857,0.51881003,0,0,0,1,0,0
2025-05-25,777766,138,109,0.633587,0.33012494,0.4530129,1,1,1,1,0,0
2025-05-25,777768,115,147,0.69886434,0.49744517,0.40079045,1,1,1,1,0,0
2025-05-25,777765,133,143,0.6874436,0.55825824,0.2924454,1,1,0,1,1,0
2025-05-25,777767,108,146,0.57309437,0.45048156,0.22312777,0,0,0,1,0,0
2025-05-25,777783,144,135,0.5037813,0.26741317,0.32264864,1,0,1,0,0,0
2025-05-25,777773,121,119,0.64257133,0.56387496,0.18044448,1,1,1,1,1,0
2025-05-25,777774,117,136,0.65112066,0.3014717,0.50055087,1,0,1,1,0,0
2025-05-26,777759,140,141,0.58276117,0.32629213,0.3806829,1,0,1,1,0,0
2025-05-26,777770,116,137,0.63180745,0.30118003,0.47312242,0,0,0,1,0,0
2025-05-26,777764,158,111,0.4768226,0.2110511,0.3368678,1,1,0,0,0,0
2025-05-26,777771,110,138,0.8614187,0.53668237,0.70089364,1,1,0,1,0,1
2025-05-26,777758,121,145,0.683048,0.26139542,0.5708773,0,0,0,1,0,1
2025-05-26,777760,118,113,0.68662846,0.65515846,0.09125932,1,0,1,1,1,0
2025-05-26,777769,114,119,0.68789864,0.539867,0.32171482,1,0,1,1,0,0
2025-05-26,777762,139,142,0.8574843,0.2182679,0.8176924,0,0,0,1,0,1
2025-05-26,777757,112,115,0.4390083,0.36355758,0.1185507,1,1,0,0,0,0
2025-05-27,777753,114,119,0.7616543,0.41654202,0.5914947,0,0,0,1,0,1
2025-05-27,777761,109,134,0.605145,0.4342656,0.30204868,0,0,0,1,0,0
2025-05-27,777756,135,146,0.86129856,0.58019817,0.6696026,1,0,1,1,1,1
2025-05-27,777763,108,147,0.4784025,0.16384003,0.3761989,1,1,0,0,0,0
2025-05-27,777747,158,111,0.581959,0.09290851,0.5391413,0,0,0,1,0,0
2025-05-27,777754,110,138,0.7722826,0.53726923,0.50788355,1,0,1,1,0,0
2025-05-27,777746,139,142,0.72027713,0.56080043,0.36310756,1,0,1,1,1,0
2025-05-27,777749,121,145,0.21131158,0.13701728,0.08609014,1,1,1,0,0,0
2025-05-27,777750,118,113,0.7092709,0.55854106,0.3414357,0,0,0,1,1,0
2025-05-27,777748,143,144,0.8402537,0.7957289,0.21796899,0,0,0,1,1,0
2025-05-27,777755,116,137,0.6774483,0.5094586,0.34245762,1,1,0,1,0,0
2025-05-28,777739,114,119,0.87193656,0.7110035,0.5568685,1,1,0,1,1,1
2025-05-28,777751,112,115,0.6273775,0.4548585,0.31646642,0,0,0,1,0,0
2025-05-28,777741,140,141,0.6740192,0.5864168,0.2118133,0,0,0,1,1,0
2025-05-28,777752,117,133,0.4684078,0.09084273,0.4152913,0,0,0,0,0,0
2025-05-28,777745,108,147,0.66719866,0.41126493,0.43471798,0,0,0,1,0,0
2025-05-28,777743,136,120,0.6406995,0.39823037,0.40292683,1,1,0,1,0,0
2025-05-28,777742,135,146,0.39774567,0.25947857,0.18671587,1,1,1,0,0,0
2025-05-28,777736,158,111,0.44022775,0.14741898,0.343438,0,0,0,0,0,0
2025-05-28,777744,109,134,0.9162761,0.77817065,0.62257516,1,1,0,1,1,1
2025-05-28,777732,139,142,0.5070497,0.2843286,0.31120577,0,0,0,0,0,0
2025-05-28,777737,121,145,0.8708192,0.72321856,0.5332751,1,0,1,1,1,0
2025-05-28,777734,117,133,0.60476434,0.11518019,0.5533151,0,0,0,1,0,1
2025-05-28,777729,109,134,0.8158632,0.6967945,0.39269957,0,0,0,1,1,0
2025-05-28,777726,135,146,0.6338211,0.45583576,0.32708025,0,0,0,1,0,0
2025-05-28,777740,110,138,0.8232831,0.7392791,0.3221988,0,0,0,1,1,0
2025-05-28,777733,118,113,0.70306826,0.63692856,0.18216702,0,0,0,1,1,0
2025-05-28,777738,116,137,0.8788953,0.55595404,0.7272698,0,0,0,1,1,1
2025-05-29,777730,136,120,0.6632443,0.5633701,0.22873875,0,0,0,1,1,0
2025-05-29,777731,112,115,0.7897499,0.5108473,0.570175,1,1,0,1,0,1
2025-05-29,777728,108,147,0.541738,0.4037363,0.23144405,1,0,1,0,0,0
2025-05-29,777723,143,144,0.7550543,0.7099121,0.15561552,0,0,0,1,1,0
2025-05-29,777735,143,144,0.82683384,0.5318789,0.63008255,0,0,0,1,0,1
2025-05-29,777727,141,133,0.59008884,0.49825528,0.18302844,0,0,0,1,0,0
2025-05-29,777724,140,141,0.87506145,0.7484498,0.5033255,0,0,0,1,1,0
2025-05-30,777725,117,139,0.5302086,0.19620718,0.41553172,1,0,1,0,0,0
2025-05-30,777712,112,113,0.68127215,0.61169,0.1791923,1,0,1,1,1,0
2025-05-30,777715,143,158,0.5389514,0.42763796,0.19448093,1,0,1,0,0,0
2025-05-30,777720,110,145,0.89879,0.8807356,0.15138136,0,0,0,1,1,0
2025-05-30,777722,136,120,0.68798494,0.47882566,0.40132296,0,0,0,1,0,0
2025-05-30,777716,141,133,0.5825544,0.5096641,0.14865379,0,0,0,1,0,0
2025-05-30,777721,114,108,0.5888692,0.40774342,0.30582315,0,0,0,1,0,0
2025-05-30,777719,144,111,0.75243974,0.5177052,0.48670343,1,1,0,1,0,0
2025-05-30,777718,121,115,0.67570883,0.39580974,0.46326315,1,1,0,1,0,0
2025-05-30,777717,146,137,0.70263505,0.45432207,0.45505404,1,0,1,1,0,0
2025-05-31,777702,143,158,0.76136327,0.4206168,0.5881193,1,0,1,1,0,1
2025-05-31,777707,135,134,0.92296153,0.54071325,0.832265,0,0,0,1,0,1
2025-05-31,777708,119,147,0.5727083,0.32453063,0.36741522,1,1,1,1,0,0
2025-05-31,777713,136,142,0.70128554,0.49333632,0.41042855,1,1,0,1,0,0
2025-05-31,777709,140,138,0.8364226,0.22171101,0.78982437,1,1,0,1,0,1
2025-05-31,777710,109,120,0.5300482,0.45281452,0.14114715,1,1,1,0,0,0
2025-05-31,777714,117,139,0.5237192,0.17477162,0.42284966,1,0,1,0,0,0
2025-05-31,777704,112,113,0.7690806,0.3947918,0.6184463,0,0,0,1,0,1
2025-05-31,777703,114,108,0.5939789,0.38825262,0.3362929,0,0,0,1,0,0
2025-05-31,777711,118,116,0.5521382,0.33090332,0.33064717,1,1,1,1,0,0
2025-05-31,777699,110,145,0.73493993,0.69373125,0.13455087,1,1,0,1,1,0
2025-05-31,777697,140,138,0.6790981,0.47460505,0.38921782,0,0,0,1,0,0
2025-05-31,777695,136,142,0.7843989,0.49805826,0.5704659,0,0,0,1,0,1
2025-05-31,777705,146,137,0.45448202,0.32777742,0.1884861,0,0,0,0,0,0
2025-05-31,777706,144,111,0.36388958,0.19966295,0.20519689,1,1,0,0,0,0
2025-05-31,777698,119,147,0.44099826,0.2652811,0.23916246,1,1,0,0,0,0
2025-05-31,777700,121,115,0.88923943,0.7546764,0.54851246,1,1,1,1,1,0
2025-05-31,777694,118,116,0.35581565,0.2522212,0.13853617,0,0,0,0,0,0
2025-05-31,777693,117,139,0.56159186,0.37764424,0.29556665,1,1,0,1,0,0
2025-05-31,777701,141,133,0.947752,0.8731101,0.5882412,1,1,1,1,1,1
2025-06-01,777685,141,133,0.40484887,0.29304954,0.15814307,1,0,1,0,0,0
2025-06-01,777686,121,115,0.8239398,0.74413544,0.31190073,0,0,0,1,1,0
2025-06-01,777691,135,134,0.74077845,0.44610953,0.53199846,1,0,1,1,0,0
2025-06-01,777696,109,120,0.54736906,0.33223987,0.32216537,1,0,1,0,0,0
2025-06-01,777678,140,138,0.7576685,0.6570991,0.29328984,1,0,1,1,1,0
2025-06-01,777692,144,111,0.7596438,0.71284735,0.1629671,1,1,1,1,1,0
2025-06-01,777684,110,145,0.86272675,0.7018513,0.5395813,0,0,0,1,1,0
2025-06-01,777688,143,158,0.6269113,0.527802,0.20988932,1,1,0,1,0,0
2025-06-01,777677,118,116,0.6470636,0.531119,0.24727948,0,0,0,1,0,0
2025-06-01,777690,117,139,0.50772566,0.10564305,0.44957736,1,1,0,0,0,0
2025-06-01,777687,112,113,0.42367083,0.21473308,0.26607224,0,0,0,0,0,0
2025-06-01,777679,109,120,0.36541337,0.26372907,0.1381072,1,1,0,0,0,0
2025-06-01,777680,136,142,0.5362482,0.31146786,0.32646304,0,0,0,0,0,0
2025-06-01,777681,135,134,0.7771784,0.2612827,0.69836694,1,1,0,1,0,1
2025-06-01,777682,119,147,0.5146413,0.3476469,0.25598776,1,0,1,0,0,0
2025-06-01,777689,146,137,0.75103855,0.5802202,0.4069236,0,0,0,1,1,0
2025-06-01,777683,114,108,0.6252872,0.42204845,0.35165355,0,0,0,1,0,0
2025-06-02,777673,146,115,0.4595577,0.22476853,0.3028634,1,1,1,0,0,0
2025-06-02,777670,111,108,0.69286406,0.5591238,0.3033511,1,0,1,1,1,0
2025-06-02,777671,113,158,0.889129,0.79594624,0.4566579,1,1,0,1,1,0
2025-06-02,777674,145,116,0.76790637,0.6156785,0.3960951,1,0,1,1,1,0
2025-06-03,777676,137,135,0.75524235,0.6321984,0.33453888,0,0,0,1,1,0
2025-06-03,777669,133,142,0.7660764,0.67194736,0.28693274,0,0,0,1,1,0
2025-06-03,777675,119,121,0.74102074,0.4651243,0.5158141,1,0,1,1,0,0
2025-06-03,777664,147,114,0.45953333,0.26970333,0.25993553,0,0,0,0,0,0
2025-06-03,777666,146,115,0.56681466,0.35613194,0.3272141,0,0,0,1,0,0
2025-06-03,777659,120,112,0.72513187,0.54691976,0.39333454,1,1,0,1,0,0
2025-06-03,777663,134,117,0.65197766,0.5244883,0.26810992,0,0,0,1,0,0
2025-06-03,777660,138,118,0.57502425,0.47738972,0.18682097,1,0,1,1,0,0
2025-06-03,777667,111,108,0.48539662,0.33334234,0.22808458,0,0,0,0,0,0
2025-06-03,777668,113,158,0.41122353,0.3562746,0.085360825,1,0,1,0,0,0
2025-06-03,777672,144,109,0.8520648,0.68535,0.5298421,1,0,1,1,1,0
2025-06-03,777662,139,140,0.7689741,0.6398234,0.35857612,0,0,0,1,1,0
2025-06-03,777661,145,116,0.7267501,0.6275061,0.26643118,0,0,0,1,1,0
2025-06-03,777665,141,143,0.7127013,0.66066796,0.15334061,1,0,1,1,1,0
2025-06-04,777652,146,115,0.565825,0.35573542,0.326092,1,0,1,1,0,0
2025-06-04,777655,136,110,0.7051976,0.5339155,0.36749142,1,0,1,1,0,0
2025-06-04,777649,111,108,0.6065481,0.46618253,0.26294672,1,1,1,1,0,0
2025-06-04,777658,133,142,0.6114572,0.24752387,0.48364773,1,1,0,1,0,0
2025-06-04,777657,119,121,0.67616975,0.22807214,0.58049154,1,1,1,1,0,1
2025-06-04,777647,113,158,0.38278002,0.22785936,0.20063786,0,0,0,0,0,0
2025-06-04,777656,137,135,0.9130603,0.8646242,0.35779014,0,0,0,1,1,0
2025-06-04,777648,134,117,0.6404118,0.30612183,0.48177043,0,0,0,1,0,0
2025-06-04,777653,147,114,0.8612386,0.72302276,0.49901512,1,0,1,1,1,0
2025-06-04,777651,141,143,0.7147378,0.5572886,0.3556474,0,0,0,1,1,0
2025-06-04,777639,145,116,0.82735705,0.51377916,0.644929,1,0,1,1,0,1
2025-06-04,777646,139,140,0.4852214,0.3542452,0.20282657,1,1,0,0,0,0
2025-06-04,777650,120,112,0.32368225,0.11308736,0.23744713,0,0,0,0,0,0
2025-06-04,777654,144,109,0.5214876,0.32968134,0.28614193,0,0,0,0,0,0
2025-06-05,777637,141,143,0.93807983,0.9129412,0.28875476,0,0,0,1,1,0
2025-06-05,777645,136,110,0.7275635,0.49001387,0.46579632,0,0,0,1,0,0
2025-06-05,777641,137,135,0.76537824,0.5909815,0.42637867,1,0,1,1,1,0
2025-06-05,777643,133,142,0.53388953,0.3086875,0.32576013,1,0,1,0,0,0
2025-06-05,777638,119,121,0.591211,0.36072,0.36054778,1,0,1,1,0,0
2025-06-05,777640,144,109,0.8063194,0.6082806,0.5055629,0,0,0,1,1,0
2025-06-05,777642,138,118,0.7807446,0.31293482,0.68088126,1,0,1,1,0,1
2025-06-05,777634,145,116,0.7646979,0.66364753,0.30042994,0,0,0,1,1,0
2025-06-05,777628,136,110,0.51220036,0.22567129,0.37003538,0,0,0,0,0,0
2025-06-05,777636,133,142,0.6901499,0.4016061,0.4821972,1,1,0,1,0,0
2025-06-05,777633,137,135,0.94218147,0.848029,0.6195424,0,0,0,1,1,1
2025-06-05,777631,119,121,0.62822276,0.49251708,0.2674093,0,0,0,1,0,0
2025-06-05,777630,134,117,0.79590815,0.66346776,0.39354447,0,0,0,1,1,0
2025-06-05,777632,120,112,0.36695588,0.10994956,0.28875476,1,0,1,0,0,0
2025-06-05,777644,147,114,0.46385103,0.33202583,0.1973508,0,0,0,0,0,0
2025-06-05,777629,139,140,0.80476296,0.5581848,0.55810255,0,0,0,1,1,1
2025-06-05,777635,138,118,0.8770463,0.72371536,0.55497456,1,1,1,1,1,1
2025-06-06,777621,134,143,0.8281281,0.44959325,0.6877366,1,1,1,1,0,1
2025-06-06,777624,120,140,0.7824735,0.350723,0.6649712,0,0,0,1,0,1
2025-06-06,777626,116,112,0.49632132,0.3049837,0.2752994,0,0,0,0,0,0
2025-06-06,777625,139,146,0.79870117,0.58139193,0.5191234,1,1,0,1,1,0
2025-06-06,777618,145,118,0.66108084,0.5342978,0.27224058,0,0,0,1,0,0
2025-06-06,777622,114,117,0.6899849,0.3229176,0.54213095,0,0,0,1,0,0
2025-06-06,777627,147,111,0.5608784,0.27422845,0.3949589,1,1,0,1,0,0
2025-06-07,777600,142,141,0.79922915,0.58442795,0.5168808,1,0,1,1,1,0
2025-06-07,777615,142,141,0.5713378,0.25850207,0.42189702,1,1,0,1,0,0
2025-06-07,777617,158,135,0.79870373,0.46997097,0.62021655,0,0,0,1,0,1
2025-06-07,777620,138,119,0.73827505,0.38833106,0.57211334,0,0,0,1,0,1
2025-06-07,777616,115,121,0.6520625,0.33220163,0.47897822,0,0,0,1,0,0
2025-06-07,777614,108,136,0.81815666,0.6777582,0.4356929,0,0,0,1,1,0
2025-06-07,777613,133,110,0.8355627,0.710082,0.4328146,0,0,0,1,1,0
2025-06-07,777609,116,112,0.7489089,0.65178,0.27892968,1,0,1,1,1,0
2025-06-07,777607,134,143,0.70576704,0.47099483,0.44379953,1,1,1,1,0,0
2025-06-07,777619,137,144,0.79569995,0.62088615,0.46111172,1,1,0,1,1,0
2025-06-07,777610,120,140,0.7721206,0.6885512,0.26832464,1,0,1,1,1,0
2025-06-07,777601,138,119,0.53088856,0.31362107,0.31654167,0,0,0,0,0,0
2025-06-07,777597,158,135,0.48990148,0.25620165,0.31419793,0,0,0,0,0,0
2025-06-07,777605,147,111,0.5841776,0.21066707,0.47319773,0,0,0,1,0,0
2025-06-07,777611,139,146,0.82824975,0.12839565,0.8029493,0,0,0,1,0,1
2025-06-07,777623,113,109,0.70594054,0.59134114,0.28042802,0,0,0,1,1,0
2025-06-07,777608,114,117,0.72950923,0.420648,0.533115,0,0,0,1,0,0
2025-06-07,777612,113,109,0.7942441,0.4039429,0.65480506,1,1,0,1,0,1
2025-06-07,777598,137,144,0.8112631,0.57184345,0.5591872,0,0,0,1,1,1
2025-06-07,777606,145,118,0.22652268,0.07441723,0.16433477,0,0,0,0,0,0
2025-06-08,777603,108,136,0.93470937,0.7860076,0.69489276,1,0,1,1,1,1
2025-06-08,777595,134,143,0.84151715,0.7645741,0.32682484,0,0,0,1,1,0
2025-06-08,777592,139,146,0.5388035,0.38676736,0.24792571,1,0,1,0,0,0
2025-06-08,777586,158,135,0.6259794,0.30726185,0.46008378,0,0,0,1,0,0
2025-06-08,777594,116,112,0.68568426,0.5521591,0.29815313,1,1,0,1,1,0
2025-06-08,777599,133,110,0.6697103,0.36302644,0.48147026,1,1,1,1,0,0
2025-06-08,777604,115,121,0.8033208,0.6223829,0.4791572,0,0,0,1,1,0
2025-06-08,777602,113,109,0.8319559,0.6180363,0.5600522,0,0,0,1,1,1
2025-06-08,777596,120,140,0.7055917,0.30623338,0.5756378,0,0,0,1,0,1
2025-06-08,777591,114,117,0.90431714,0.7354613,0.63830286,0,0,0,1,1,1
2025-06-08,777590,145,118,0.7595384,0.39426115,0.60302764,1,1,0,1,0,1
2025-06-08,777582,138,119,0.87185097,0.73918533,0.5086585,0,0,0,1,1,0
2025-06-08,777583,115,121,0.8993273,0.47594723,0.80789584,0,0,0,1,0,1
2025-06-08,777587,137,144,0.72234476,0.61252314,0.2834275,1,0,1,1,1,0
2025-06-08,777593,147,111,0.49033606,0.157397,0.39513162,1,1,0,0,0,0
2025-06-08,777589,108,136,0.63022983,0.39660433,0.38718468,1,0,1,1,0,0
2025-06-08,777588,133,110,0.91943336,0.85232496,0.45443282,1,1,0,1,1,0
2025-06-08,777585,142,141,0.58399516,0.3377318,0.37184832,0,0,0,1,0,0
2025-06-09,777580,114,113,0.89432997,0.75298744,0.5722079,0,0,0,1,1,1
2025-06-09,777574,134,146,0.7448015,0.51907164,0.46936283,0,0,0,1,0,0
2025-06-09,777578,143,112,0.7703017,0.549767,0.4898234,1,0,1,1,0,0
2025-06-09,777584,111,139,0.47348917,0.29249245,0.25582305,0,0,0,0,0,0
2025-06-09,777575,158,144,0.63160324,0.32709703,0.45252618,0,0,0,1,0,0
2025-06-09,777581,138,141,0.54860467,0.17743303,0.45123574,1,0,1,0,0,0
2025-06-10,777573,110,116,0.7041912,0.54868853,0.3445573,0,0,0,1,0,0
2025-06-10,777571,143,112,0.5641336,0.4629019,0.18847898,0,0,0,1,0,0
2025-06-10,777576,108,133,0.7390788,0.48072946,0.4975236,0,0,0,1,0,0
2025-06-10,777579,135,119,0.5298642,0.35720068,0.26861194,1,1,1,0,0,0
2025-06-10,777577,109,136,0.7364043,0.38734457,0.5697488,1,1,0,1,0,1
2025-06-10,777569,114,113,0.43418717,0.2752886,0.21925768,0,0,0,0,0,0
2025-06-10,777570,121,120,0.79807615,0.55136997,0.54991007,1,0,1,1,1,0
